id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description,created_at,updated_at
24065,24065,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 14 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24066,24066,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24067,24067,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",Win 16 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24068,24068,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 17 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24069,24069,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 18 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24070,24070,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 19 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24071,24071,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,Win 20 World Tournaments in a row,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24072,24072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24073,24073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24074,24074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24075,24075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24076,24076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24077,24077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24078,24078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24079,24079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24080,24080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24081,24081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24082,24082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24083,24083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament,2024-07-30 10:30:55.581081,2024-07-30 10:30:55.581081
24084,24084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24085,24085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24086,24086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24087,24087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24088,24088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24089,24089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24090,24090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24091,24091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24092,24092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24093,24093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24094,24094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24095,24095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24096,24096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24097,24097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24098,24098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24099,24099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24100,24100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24101,24101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
24102,24102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25001,25001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25002,25002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25003,25003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25004,25004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25005,25005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25006,25006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25007,25007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25008,25008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25009,25009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25010,25010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25011,25011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25012,25012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25013,25013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25014,25014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25015,25015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25016,25016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25017,25017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25018,25018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25019,25019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25020,25020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25021,25021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25022,25022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25023,25023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25024,25024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25025,25025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25026,25026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25027,25027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25028,25028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25029,25029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25030,25030,15,PotentialItem,20,0,PHY Potential Orb (L) x20,"Score 8,700,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25031,25031,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 9,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25032,25032,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 10,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25033,25033,11,Point::Stone,2,0,Dragon Stone x2,"Score 11,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25034,25034,1002630,Card,1,765122,Hercule Statue (Gold) x1,"Score 12,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25035,25035,1005480,Card,1,765122,Hercule Statue (Platinum) x1,"Score 13,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25036,25036,11,Point::Stone,3,0,Dragon Stone x3,"Score 14,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25037,25037,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,"Score 15,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25038,25038,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 16,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25039,25039,11,Point::Stone,2,0,Dragon Stone x2,"Score 17,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25040,25040,19,AwakeningItem,1,0,Supreme Kai x1,"Score 18,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25041,25041,20,AwakeningItem,1,0,Elder Kai x1,"Score 19,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25042,25042,11,Point::Stone,3,0,Dragon Stone x3,"Score 20,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25043,25043,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 21,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25044,25044,4,SpecialItem,1,0,(Gold) SSR Guaranteed Ticket x 1,"Score 22,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25045,25045,7,TrainingField,2,0,Gravity Chamber (150G) x2,"Score 23,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25046,25046,1012230,Card,1,0,Grand Kai [AGL] x1,"Score 24,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25047,25047,1012240,Card,1,0,Grand Kai [TEQ] x1,"Score 25,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25048,25048,1012250,Card,1,0,Grand Kai [INT] x1,"Score 26,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25049,25049,1012260,Card,1,0,Grand Kai [STR] x1,"Score 27,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25050,25050,1012270,Card,1,0,Grand Kai [PHY] x1,"Score 28,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25051,25051,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,"Score 29,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25052,25052,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x 2,"Score 30,000,000 pts. in World Tournament",2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25053,25053,11,Point::Stone,1,0,Dragon Stone x1,Win 2 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25054,25054,1001,AwakeningItem,5,0,Turtle x5,Win 3 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25055,25055,1002,AwakeningItem,5,0,Bulma x5,Win 4 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25056,25056,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,Win 5 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25057,25057,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 6 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25058,25058,11,Point::Stone,2,0,Dragon Stone x2,Win 7 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25059,25059,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 8 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25060,25060,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 9 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25061,25061,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,Win 10 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25062,25062,19,AwakeningItem,1,0,Supreme Kai x1,Win 11 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25063,25063,20,AwakeningItem,1,0,Elder Kai x1,Win 12 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25064,25064,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Win 13 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25065,25065,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 14 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25066,25066,11,Point::Stone,5,0,Dragon Stone x5,Win 15 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25067,25067,1002630,Card,1,765122,"(1,000,000 Zeni) Hercule Statue (Gold) x1",Win 16 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25068,25068,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Win 17 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25069,25069,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Win 18 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25070,25070,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,Win 19 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25071,25071,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x 1,Win 20 World Tournaments in a row,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25072,25072,11,Point::Stone,1,0,Dragon Stone x1,Get 1 win in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25073,25073,11,Point::Stone,1,0,Dragon Stone x1,Get 2 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25074,25074,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 3 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25075,25075,1,SpecialItem,3,0,(Silver) World Tournament Ticket x3,Get 4 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25076,25076,11,Point::Stone,3,0,Dragon Stone x3,Get 5 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25077,25077,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 6 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25078,25078,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 7 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25079,25079,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 8 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25080,25080,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 9 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25081,25081,6,TrainingField,10,0,Gravity Chamber (50G) x10,Get 10 wins in World Tournament,2024-07-30 10:30:55.590082,2024-07-30 10:30:55.590082
25082,25082,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 11 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25083,25083,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 12 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25084,25084,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 13 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25085,25085,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 14 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25086,25086,6,SupportItem,15,0,Senzu Bean x15,Get 15 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25087,25087,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 16 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25088,25088,1,SpecialItem,1,0,(Silver) World Tournament Ticket x1,Get 17 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25089,25089,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 18 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25090,25090,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,Get 19 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25091,25091,7,TrainingField,10,0,Gravity Chamber (150G) x10,Get 20 wins in World Tournament,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25092,25092,11,Point::Stone,1,0,Dragon Stone x1,Reach King Chappa Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25093,25093,1002640,Card,1,93879,"(500,000 Zeni) Hercule Statue (Silver) x1",Reach Hercule Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25094,25094,5,TrainingField,3,0,King Kai's Planet (10G) x3,Reach Videl Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25095,25095,1,AwakeningItem,30,0,Gregory x30,Reach Master Roshi Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25096,25096,6,SupportItem,10,0,Senzu Bean x10,Reach Korin Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25097,25097,11,Point::Stone,1,0,Dragon Stone x1,Reach Kami Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25098,25098,4,TrainingField,10,0,Snake Way x10,Reach King Yemma Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25099,25099,8,TrainingField,5,0,Supreme Kai's Planet x5,Reach King Kai Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25100,25100,11,Point::Stone,5,0,Dragon Stone x5,Reach Supreme Kai Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25101,25101,20,AwakeningItem,1,0,Elder Kai x1,Reach Elder Kai Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
25102,25102,11,Point::Stone,5,0,Dragon Stone x5,Reach Beerus Tier,2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26001,26001,11,Point::Stone,1,0,Dragon Stone x1,"Score 10,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26002,26002,11,Point::Stone,1,0,Dragon Stone x1,"Score 50,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26003,26003,6,SupportItem,2,0,Senzu Bean x2,"Score 100,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26004,26004,1001,AwakeningItem,2,0,Turtle x2,"Score 250,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26005,26005,6,SupportItem,3,0,Senzu Bean x3,"Score 500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26006,26006,3,SpecialItem,1,0,(Silver) SSR Guaranteed Ticket x 1,"Score 1,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26007,26007,1002,AwakeningItem,2,0,Bulma x2,"Score 1,500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26008,26008,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 2,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26009,26009,3,SpecialItem,2,0,(Silver) SSR Guaranteed Ticket x 2,"Score 2,500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26010,26010,2,SpecialItem,1,0,(Gold) World Tournament Ticket x 1,"Score 3,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26011,26011,11,Point::Stone,3,0,Dragon Stone x3,"Score 4,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26012,26012,3,SpecialItem,3,0,(Silver) SSR Guaranteed Ticket x 3,"Score 5,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26013,26013,2,SpecialItem,2,0,(Gold) World Tournament Ticket x 2,"Score 6,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26014,26014,1,PotentialItem,500,0,AGL Potential Orb (S) x500,"Score 6,300,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26015,26015,2,PotentialItem,500,0,TEQ Potential Orb (S) x500,"Score 6,400,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26016,26016,3,PotentialItem,500,0,INT Potential Orb (S) x500,"Score 6,500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26017,26017,4,PotentialItem,500,0,STR Potential Orb (S) x500,"Score 6,600,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26018,26018,5,PotentialItem,500,0,PHY Potential Orb (S) x500,"Score 6,700,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26019,26019,19,AwakeningItem,1,0,Supreme Kai x1,"Score 7,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26020,26020,6,PotentialItem,300,0,AGL Potential Orb (M) x300,"Score 7,300,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26021,26021,7,PotentialItem,300,0,TEQ Potential Orb (M) x300,"Score 7,400,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26022,26022,8,PotentialItem,300,0,INT Potential Orb (M) x300,"Score 7,500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26023,26023,9,PotentialItem,300,0,STR Potential Orb (M) x300,"Score 7,600,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26024,26024,10,PotentialItem,300,0,PHY Potential Orb (M) x300,"Score 7,700,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26025,26025,20,AwakeningItem,1,0,Elder Kai x1,"Score 8,000,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26026,26026,11,PotentialItem,20,0,AGL Potential Orb (L) x20,"Score 8,300,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26027,26027,12,PotentialItem,20,0,TEQ Potential Orb (L) x20,"Score 8,400,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26028,26028,13,PotentialItem,20,0,INT Potential Orb (L) x20,"Score 8,500,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
26029,26029,14,PotentialItem,20,0,STR Potential Orb (L) x20,"Score 8,600,000 pts. in World Tournament",2024-07-30 10:30:55.598888,2024-07-30 10:30:55.598888
