id,escalation_type,level,card_id,created_at,updated_at
411,761,157,1012131,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
412,761,159,1019381,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
413,761,161,1001151,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
414,761,163,1009231,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
415,761,165,1022781,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
416,761,167,1023621,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
417,761,169,1023521,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
418,761,171,4023521,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
419,761,173,1003881,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
420,761,175,1022921,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
421,761,177,1001361,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
422,761,179,1010221,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
423,761,181,1000511,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
424,761,183,1000181,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
425,761,185,1001531,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
426,761,187,1022941,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
427,761,189,1013061,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
428,761,191,1013001,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
429,761,193,1013041,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
430,761,195,1013021,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
431,761,197,1013081,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
432,761,199,1001611,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
433,761,201,1017471,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
434,761,203,2000121,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
435,761,205,2000051,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
436,761,207,9013291,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
437,761,209,1019161,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
438,761,211,1019211,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
439,761,213,1019081,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
440,761,215,1019191,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
441,761,217,9014021,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
442,761,219,1023021,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
443,761,221,1001621,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
444,761,223,1022871,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
445,761,225,1014681,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
446,761,227,1009361,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
447,761,229,1017151,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
448,761,231,1022471,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
449,761,233,1014381,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
450,761,235,1014371,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
451,761,237,1017171,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
452,761,239,1022611,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
453,761,241,1022751,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
454,761,243,9022511,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
455,761,245,9022521,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
456,761,247,9022531,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
457,761,249,9022541,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
458,761,251,1022051,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
459,761,253,1022061,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
460,761,255,1022311,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
461,761,257,1022221,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
462,761,259,1016981,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
463,761,261,1005691,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
464,761,263,1023111,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
465,761,265,4023121,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
466,761,267,1011401,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
467,761,269,1011411,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
468,761,271,1017721,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
469,761,273,1000391,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
470,761,275,1000971,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
471,761,277,1003521,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
472,761,279,1023061,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
473,761,281,1015031,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
474,761,283,1000411,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
475,761,285,1000401,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
476,761,287,1017341,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
477,761,289,4017501,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
478,761,291,4018041,2024-06-26 10:52:42.982438,2024-06-26 10:52:42.982438
479,761,293,1022691,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
480,761,295,1015141,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
481,761,297,9022641,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
482,761,299,4017671,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
483,761,301,1014921,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
484,761,303,1010711,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
485,761,305,4017751,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
486,761,307,1022281,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
487,761,309,1017861,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
488,761,311,1017881,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
489,761,313,1017621,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
490,761,315,1017581,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
491,761,317,1017571,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
492,761,319,4017641,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
493,761,321,1003991,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
494,761,323,4017911,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
495,761,325,9010071,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
496,761,327,1018111,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
497,761,329,1023421,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
498,761,331,1023351,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
499,761,333,1014051,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
500,761,335,1008831,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
501,761,337,1018141,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
502,761,339,1018151,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
503,761,341,1010701,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
504,761,343,1020591,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
505,761,345,1020601,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
506,761,347,1010641,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
507,761,349,1010651,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
508,761,351,1010661,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
509,761,353,1011041,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
510,761,355,1023891,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
511,761,357,1009491,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
512,761,359,1021801,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
513,761,361,4018731,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
514,761,363,1003251,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
515,761,365,1003261,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
516,761,367,1015591,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
517,761,369,1002001,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
518,761,371,1001761,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
519,761,373,1002581,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
520,761,375,1002571,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
521,761,377,1004461,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
522,761,379,1000741,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
523,761,381,1003481,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
524,761,383,1001991,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
525,761,385,1018691,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
526,761,387,1003461,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
527,761,389,1014271,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
528,761,391,1018701,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
529,761,393,1002071,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
530,761,395,1002461,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
531,761,397,1000631,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
532,761,399,1010271,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
533,761,401,1000751,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
534,761,403,1000761,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
535,761,405,1011621,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
536,761,407,1004481,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
537,761,409,1010881,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
538,761,411,1010981,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
539,761,413,1018571,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
540,761,415,4018781,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
541,761,417,1017411,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
542,761,419,1018581,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
543,761,421,1001941,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
544,761,423,9010161,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
545,761,425,1021011,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
546,761,427,4018761,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
547,761,429,1010931,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
548,761,431,1011641,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
549,761,433,1004801,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
550,761,435,1004811,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
551,761,437,1019621,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
552,761,439,1010901,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
553,761,441,4019601,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
554,761,443,4019611,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
555,761,445,4019641,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
556,761,447,4019651,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
557,761,449,4020101,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
558,761,451,1020371,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
559,761,453,1020281,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
560,761,455,1020611,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
561,761,457,1020531,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
562,761,459,4020381,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
563,761,461,1020451,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
564,761,463,1002391,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
565,761,465,4020471,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
566,761,467,1012291,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
567,761,469,1010591,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
568,761,471,1001971,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
569,761,473,1015201,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
570,761,475,1020111,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
571,761,477,9008171,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
572,761,479,9008161,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
573,761,481,1004471,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
574,761,483,1003471,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
575,761,485,1023461,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
576,761,487,4023471,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
577,761,489,1020221,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
578,761,491,1020771,2024-06-26 10:52:42.992911,2024-06-26 10:52:42.992911
579,761,493,4020781,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
580,761,495,1023491,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
581,761,497,59012361,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
582,761,499,1013361,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
583,761,501,1002041,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
584,761,503,9020701,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
585,761,505,1020811,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
586,761,507,1003141,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
587,761,509,1005251,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
588,761,511,1008381,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
589,761,513,1002981,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
590,761,515,1022661,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
591,761,517,1016371,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
592,761,519,1016291,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
593,761,521,1003091,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
594,761,523,1009951,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
595,761,525,1015911,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
596,761,527,1005891,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
597,761,529,1005881,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
598,761,531,1005911,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
599,761,533,1003101,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
600,761,535,1010771,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
601,761,537,1005851,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
602,761,539,1005861,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
603,761,541,9016421,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
604,761,543,1005971,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
605,761,545,1005981,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
606,761,547,1006921,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
607,761,549,1006931,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
608,761,551,9005951,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
609,761,553,1003111,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
610,761,555,9005961,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
611,761,557,1005921,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
612,761,559,1011031,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
613,761,561,1022001,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
614,761,563,1003011,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
615,761,565,1006291,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
616,761,567,1007771,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
617,761,569,1022031,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
618,761,571,1006281,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
619,761,573,1006311,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
620,761,575,1006251,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
621,761,577,1003131,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
622,761,579,1006271,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
623,761,581,1006301,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
624,761,583,1012091,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
625,761,585,1003001,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
626,761,587,1021931,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
627,761,589,1006011,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
628,761,591,1003041,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
629,761,593,1016391,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
630,761,595,1006031,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
631,761,597,9010081,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
632,761,599,1016311,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
633,761,601,4016321,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
634,761,603,1011741,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
635,761,605,4008291,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
636,761,607,1009421,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
637,761,609,4016401,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
638,761,611,1009431,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
639,761,613,9016411,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
640,761,615,1010541,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
641,761,617,1014331,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
642,761,619,1014351,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
643,761,621,1010551,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
644,761,623,1022021,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
645,761,625,1022041,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
646,761,627,1005811,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
647,761,629,1022091,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
648,761,631,1014491,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
649,761,633,1006341,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
650,761,635,1006371,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
651,761,637,1017691,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
652,761,639,1006381,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
653,761,641,1006401,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
654,761,643,9016601,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
655,761,645,1006361,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
656,761,647,1006351,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
657,761,649,1008721,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
658,761,651,1014131,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
659,761,653,1006411,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
660,761,655,1021391,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
661,761,657,4021391,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
662,761,659,1022401,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
663,761,661,9022431,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
664,761,663,1020971,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
665,761,665,1008711,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
666,761,667,1016581,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
667,761,669,1010351,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
668,761,671,9010381,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
669,761,673,9010391,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
670,761,675,9010371,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
671,761,677,9010401,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
672,761,679,1010361,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
673,761,681,9010341,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
674,761,683,1011331,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
675,761,685,1011341,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
676,761,687,1023861,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
677,761,689,1003841,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
678,761,691,9003861,2024-06-26 10:52:43.014023,2024-06-26 10:52:43.014023
679,761,693,9003851,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
680,761,695,1002671,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
681,761,697,1012671,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
682,761,699,1012651,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
683,761,701,1018231,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
684,761,703,1018241,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
685,761,705,1018251,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
686,761,707,1013761,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
687,761,709,1004101,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
688,761,711,4023961,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
689,761,713,1002161,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
690,761,715,1021071,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
691,761,717,1004871,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
692,761,719,1002181,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
693,761,721,1004831,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
694,761,723,1002601,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
695,761,725,1002611,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
696,761,727,1002191,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
697,761,729,1002201,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
698,761,731,1002591,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
699,761,733,1002171,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
700,761,735,1002131,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
701,761,737,1008611,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
702,761,739,1008731,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
703,761,741,1021081,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
704,761,743,1002141,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
705,761,745,1003601,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
706,761,747,1016931,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
707,761,749,1017031,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
708,761,751,1007021,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
709,761,753,1007031,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
710,761,755,1007041,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
711,761,757,1007051,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
712,761,759,1015651,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
713,761,761,1011901,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
714,761,763,1007081,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
715,761,765,1007061,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
716,761,767,1007071,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
717,761,769,1009741,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
718,761,771,1007101,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
719,761,773,9008631,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
720,761,775,9015391,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
721,761,777,9015381,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
722,761,779,9015411,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
723,761,781,9016171,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
724,761,783,9016181,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
725,761,785,1016211,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
726,761,787,1016191,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
727,761,789,1016201,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
728,761,791,1008861,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
729,761,793,1017061,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
730,761,795,1014261,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
731,761,797,1008871,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
732,761,799,1017021,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
733,761,801,9018851,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
734,761,803,1019071,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
735,761,805,1015611,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
736,761,807,1015461,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
737,761,809,4015481,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
738,761,811,1012991,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
739,761,813,1011141,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
740,761,815,1012961,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
741,761,817,1009591,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
742,761,819,1009531,2024-06-26 10:52:43.025151,2024-06-26 10:52:43.025151
