id,mission_category_id,item1_id,item1_type,item2_id,item2_type,item3_id,item3_type,item4_id,item4_type,created_at,updated_at
222,10020,11,Point::Stone,4.0,EventkagiItem,1003970.0,Card,1013400.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
223,3067,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
224,3066,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
225,10021,11,Point::Stone,500.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
227,10023,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
228,803,500,TrainingItem,400.0,TrainingItem,300.0,TrainingItem,200.0,TrainingItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
229,901,11,Point::Stone,1022760.0,Card,20003.0,SupportMemory,1013400.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
230,10024,11,Point::Stone,501.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
231,747,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
232,10025,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
234,10027,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
235,10028,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
236,10029,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
237,10030,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
238,10031,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
239,10032,11,Point::Stone,9120.0,TreasureItem,1003970.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
240,3069,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
241,10033,200754,AwakeningItem,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
242,10034,1011481,Card,1002640.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
243,10035,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
245,3068,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
246,902,11,Point::Stone,30005.0,SupportMemory,3.0,SupportFilm,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
247,3070,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
248,3071,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
249,10037,11,Point::Stone,600.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
250,393,11,Point::Stone,1023940.0,Card,1002630.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
251,10038,109,SpecialItem,108.0,SpecialItem,21.0,TreasureItem,1022350.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
252,233,1514,EquipmentSkillItem,1513.0,EquipmentSkillItem,1512.0,EquipmentSkillItem,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
253,395,11,Point::Stone,1023870.0,Card,900000.0,AwakeningItem,1002630.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
254,394,11,Point::Stone,1023920.0,Card,24.0,WallpaperItem,1002630.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
255,770,115,SpecialItem,111.0,SpecialItem,11.0,Point::Stone,30006.0,SupportMemory,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
256,771,117,SpecialItem,110.0,SpecialItem,11.0,Point::Stone,50003.0,SupportMemory,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
257,10039,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
259,3072,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
260,3073,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
261,396,11,Point::Stone,1.0,PotentialItem,6.0,PotentialItem,11.0,PotentialItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
263,3075,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
264,3074,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
266,749,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
267,10042,11,Point::Stone,601.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
268,10043,11,Point::Stone,1013400.0,Card,1011481.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
269,3076,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
270,3077,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
271,3078,900000,AwakeningItem,7.0,TrainingField,1000.0,TrainingItem,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
272,234,11,Point::Stone,1024100.0,Card,23401.0,AwakeningItem,1013400.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
274,903,11,Point::Stone,50004.0,SupportMemory,1002630.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
275,10045,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
276,10046,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
277,3079,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
278,10047,11,Point::Stone,700.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
279,751,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
280,10048,11,Point::Stone,1003970.0,Card,1013400.0,Card,1011481.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
281,3080,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
282,10049,11,Point::Stone,701.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
283,203,3,ActItem,2.0,ActItem,1.0,ActItem,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
284,804,11,Point::Stone,1537.0,EquipmentSkillItem,1536.0,EquipmentSkillItem,1535.0,EquipmentSkillItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
285,752,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
286,10050,11,Point::Stone,1003970.0,Card,102.0,EventkagiItem,15.0,CardStickerItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
287,3081,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
288,904,11,Point::Stone,50005.0,SupportMemory,1002630.0,Card,1002690.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
290,10052,11,Point::Stone,1003970.0,Card,1013400.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
291,10053,11,Point::Stone,1003970.0,Card,1011481.0,Card,1.0,EventkagiItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
292,3082,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
293,10054,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
294,235,1024560,Card,11.0,Point::Stone,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
295,10055,11,Point::Stone,800.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
297,10057,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
298,10058,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
299,10059,11,Point::Stone,1003970.0,Card,1.0,TreasureItem,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
300,10060,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
301,905,11,Point::Stone,20013.0,SupportMemory,1003970.0,Card,1013150.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
302,3083,11,Point::Stone,1003970.0,Card,1005480.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
303,3084,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
304,3085,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
305,3086,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
306,10061,11,Point::Stone,801.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
308,3087,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
309,761,11,Point::Stone,1003970.0,Card,1011481.0,Card,1013400.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
310,10063,11,Point::Stone,900.0,SD::Pack,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
311,3088,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
312,237,11,Point::Stone,,,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
313,397,11,Point::Stone,1025100.0,Card,39701.0,SupportItem,1002630.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
314,236,1669,EquipmentSkillItem,1662.0,EquipmentSkillItem,1661.0,EquipmentSkillItem,1640.0,EquipmentSkillItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
315,10064,116,SpecialItem,1003970.0,Card,,,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
316,10065,11,Point::Stone,1003970.0,Card,1013400.0,Card,,,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
317,10066,11,Point::Stone,1003970.0,Card,1011481.0,Card,1.0,EventkagiItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
318,772,119,SpecialItem,118.0,SpecialItem,11.0,Point::Stone,50006.0,SupportMemory,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
319,762,11,Point::Stone,1003970.0,Card,1012230.0,Card,1011481.0,Card,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
320,10067,11,Point::Stone,1003970.0,Card,1011481.0,Card,114.0,SpecialItem,2024-07-16 08:39:35.507542,2024-07-16 08:39:35.507542
321,10068,1011481,Card,1002640.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
322,3090,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
323,238,1003970,Card,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
324,763,11,Point::Stone,1.0,CardStickerItem,1003970.0,Card,1012230.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
325,3091,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
326,3092,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
327,3089,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
328,753,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
330,906,11,Point::Stone,50007.0,SupportMemory,1018070.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
333,10072,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
334,398,11,Point::Stone,1025240.0,Card,1002630.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
335,241,11,Point::Stone,3.0,ActItem,2.0,ActItem,1.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
336,10073,11,Point::Stone,901.0,SD::Pack,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
337,239,11,Point::Stone,1003970.0,Card,1025220.0,Card,23901.0,AwakeningItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
338,10074,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
339,10075,11,Point::Stone,1.0,CardStickerItem,1003970.0,Card,1005480.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
340,10076,11,Point::Stone,1012230.0,Card,1013400.0,Card,1005480.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
341,3093,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
342,10077,11,Point::Stone,1013400.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
344,10079,11,Point::Stone,1003970.0,Card,1013400.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
345,773,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
347,3095,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
348,754,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
349,242,11,Point::Stone,1025450.0,Card,1002630.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
350,10081,11,Point::Stone,14.0,Point::ExchangePoint,1005480.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
351,3094,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
352,10082,11,Point::Stone,3.0,SpecialItem,1.0,SpecialItem,40001.0,AwakeningItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
353,10083,11,Point::Stone,1003970.0,Card,2.0,ActItem,1.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
355,4001,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
357,3096,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
358,243,1872,EquipmentSkillItem,1862.0,EquipmentSkillItem,1861.0,EquipmentSkillItem,1837.0,EquipmentSkillItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
359,907,11,Point::Stone,50008.0,SupportMemory,900000.0,AwakeningItem,1002630.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
361,10087,11,Point::Stone,1026180.0,Card,1.0,CardStickerItem,1003970.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
362,774,34,WallpaperItem,11.0,Point::Stone,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
363,4002,11,Point::Stone,1003970.0,Card,1011481.0,Card,2.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
365,399,1024560,Card,11.0,Point::Stone,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
366,10089,1003970,Card,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
367,10090,11,Point::Stone,1000.0,SD::Pack,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
368,3097,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
369,3098,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
370,3100,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
371,3101,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
372,10091,130,SpecialItem,127.0,SpecialItem,27.0,TreasureItem,1025020.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
373,3102,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
374,1301,11,Point::Stone,1026320.0,Card,1002630.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
375,1303,11,Point::Stone,1026370.0,Card,900000.0,AwakeningItem,1002630.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
376,248,2140,EquipmentSkillItem,2118.0,EquipmentSkillItem,2120.0,EquipmentSkillItem,2112.0,EquipmentSkillItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
377,3103,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
378,3104,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
379,247,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
380,764,126,SpecialItem,11.0,Point::Stone,1003970.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
381,1302,11,Point::Stone,1.0,SupportFilm,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
382,765,11,Point::Stone,30008.0,SupportMemory,2425.0,EquipmentSkillItem,1003970.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
383,249,1001,EventkagiItem,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
384,706,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
385,10093,11,Point::Stone,1003970.0,Card,1013400.0,Card,2.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
386,244,32,WallpaperItem,26.0,TreasureItem,11.0,Point::Stone,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
387,4003,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
388,3105,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
389,3106,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
391,3107,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
392,3108,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
393,10095,11,Point::Stone,3.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
394,4004,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
395,4005,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
396,4006,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
398,10097,11,Point::Stone,1001.0,SD::Pack,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
399,10098,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
400,3109,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
401,766,11,Point::Stone,2295.0,EquipmentSkillItem,2294.0,EquipmentSkillItem,2293.0,EquipmentSkillItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
402,3099,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
403,3110,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
404,10099,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
405,10100,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
406,252,343,EquipmentSkillItem,568.0,EquipmentSkillItem,643.0,EquipmentSkillItem,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
407,755,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
408,756,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
409,251,11,Point::Stone,1026620.0,Card,25101.0,AwakeningItem,1013400.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
410,253,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
412,10102,11,Point::Stone,136.0,SpecialItem,1003970.0,Card,1.0,CardStickerItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
414,10104,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
415,10105,11,Point::Stone,16.0,CardStickerItem,3100.0,TreasureItem,1003970.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
416,4008,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
417,3111,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
418,255,1011420,Card,15001.0,AwakeningItem,1003970.0,Card,900000.0,AwakeningItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
419,4007,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
420,254,2314,EquipmentSkillItem,2311.0,EquipmentSkillItem,2308.0,EquipmentSkillItem,2307.0,EquipmentSkillItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
421,10106,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
422,10107,11,Point::Stone,1003970.0,Card,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
423,757,11,Point::Stone,1002630.0,Card,1002650.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
424,10108,11,Point::Stone,1100.0,SD::Pack,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
425,908,11,Point::Stone,20017.0,SupportMemory,1003970.0,Card,1014670.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
426,3112,11,Point::Stone,,,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
427,909,11,Point::Stone,10005.0,SupportMemory,1026980.0,Card,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
428,10109,11,Point::Stone,10001.0,SupportMemory,100014.0,SupportMemoryEnhancementItem,100013.0,SupportMemoryEnhancementItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
429,767,11,Point::Stone,1003970.0,Card,500044.0,SupportMemoryEnhancementItem,500043.0,SupportMemoryEnhancementItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
430,758,11,Point::Stone,1003970.0,Card,1005480.0,Card,14.0,Point::ExchangePoint,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
431,10110,11,Point::Stone,1101.0,SD::Pack,,,,,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
433,911,11,Point::Stone,50009.0,SupportMemory,1002630.0,Card,2000750.0,Card,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
434,768,11,Point::Stone,2363.0,EquipmentSkillItem,2357.0,EquipmentSkillItem,2348.0,EquipmentSkillItem,2024-07-16 08:39:35.526947,2024-07-16 08:39:35.526947
435,4009,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
436,3113,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
440,10115,11,Point::Stone,1200.0,SD::Pack,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
441,10116,11,Point::Stone,2.0,SpecialItem,40001.0,AwakeningItem,2.0,ActItem,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
444,258,11,Point::Stone,9096.0,SpecialItem,1003970.0,Card,1013400.0,Card,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
445,10117,1011481,Card,1002640.0,Card,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
446,110217,1003970,Card,1013400.0,Card,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
447,100236,1669,EquipmentSkillItem,1662.0,EquipmentSkillItem,1661.0,EquipmentSkillItem,1640.0,EquipmentSkillItem,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
448,100248,2140,EquipmentSkillItem,2118.0,EquipmentSkillItem,2120.0,EquipmentSkillItem,2112.0,EquipmentSkillItem,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
450,4010,11,Point::Stone,1003970.0,Card,2.0,ActItem,1011481.0,Card,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
451,3114,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
452,10119,11,Point::Stone,1201.0,SD::Pack,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
454,3115,11,Point::Stone,1002630.0,Card,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
455,3118,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
456,775,138,SpecialItem,11.0,Point::Stone,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
458,912,11,Point::Stone,30010.0,SupportMemory,1002630.0,Card,1008020.0,Card,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
459,3116,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
460,257,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
461,100257,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
462,110257,11,Point::Stone,,,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
463,1304,11,Point::Stone,1027240.0,Card,1002630.0,Card,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
464,10122,39,WallpaperItem,11.0,Point::Stone,,,,,2024-07-16 08:39:35.546092,2024-07-16 08:39:35.546092
