id,name,description,zeni,rarity,selling_exchange_point,event_jumpable,created_at,updated_at
100072,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100073,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100074,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100081,Ultimate Gohan [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100082,Ultimate Gohan [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100083,Ultimate Gohan [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100084,Ultimate Gohan [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100091,Piccolo [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100092,Piccolo [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100093,Piccolo [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100094,Piccolo [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100101,Buu (Kid) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100102,Buu (Kid) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100103,Buu (Kid) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100104,Buu (Kid) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100105,Buu (Kid) [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100111,Beerus [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100112,Beerus [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100113,Beerus [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100114,Beerus [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100121,Super Saiyan 3 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100122,Super Saiyan 3 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100123,Super Saiyan 3 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100124,Super Saiyan 3 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100131,Super Janemba [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100132,Super Janemba [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100133,Super Janemba [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100134,Super Janemba [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100141,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100142,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100143,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100144,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100151,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100152,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100153,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100154,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100161,Broly (Wrathful) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100162,Broly (Wrathful) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100163,Broly (Wrathful) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100164,Broly (Wrathful) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100171,Super Gogeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100172,Super Gogeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100173,Super Gogeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100174,Super Gogeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100181,Super Saiyan Goku Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100182,Super Saiyan Goku Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100183,Super Saiyan Goku Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100184,Super Saiyan Goku Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100191,Super Saiyan Vegeta Jr. [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100192,Super Saiyan Vegeta Jr. [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100193,Super Saiyan Vegeta Jr. [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100194,Super Saiyan Vegeta Jr. [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100201,Goku (GT) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100202,Goku (GT) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100203,Goku (GT) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100204,Goku (GT) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100221,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100222,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100223,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100224,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100231,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,30000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100232,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,60000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100233,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,90000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100234,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,120000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100241,Super Saiyan 3 Gotenks [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100242,Super Saiyan 3 Gotenks [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100243,Super Saiyan 3 Gotenks [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100244,Super Saiyan 3 Gotenks [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100245,Super Saiyan 3 Gotenks [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100251,Golden Frieza [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100252,Golden Frieza [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100253,Golden Frieza [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100254,Golden Frieza [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100261,Goku Black [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100262,Goku Black [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100263,Goku Black [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100264,Goku Black [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.394857,2024-07-24 07:39:44.394857
100265,Goku Black [SUPER],Character-specific Medal required for Awakening.,1300000,4,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100271,Frieza (2nd Form) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100272,Frieza (2nd Form) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100273,Frieza (2nd Form) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100274,Frieza (2nd Form) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100281,Majin Buu (Ultimate Gohan) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100282,Majin Buu (Ultimate Gohan) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100283,Majin Buu (Ultimate Gohan) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100284,Majin Buu (Ultimate Gohan) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100291,Legendary Super Saiyan Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100292,Legendary Super Saiyan Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100293,Legendary Super Saiyan Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100294,Legendary Super Saiyan Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100301,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100302,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100303,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100304,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100311,Fusion Android #13 [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100312,Fusion Android #13 [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100313,Fusion Android #13 [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100314,Fusion Android #13 [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100321,Metal Cooler [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100322,Metal Cooler [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100323,Metal Cooler [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100324,Metal Cooler [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100331,Majin Buu (Pure Evil) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100332,Majin Buu (Pure Evil) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100333,Majin Buu (Pure Evil) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100334,Majin Buu (Pure Evil) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100341,Nuova Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100342,Nuova Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100343,Nuova Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100344,Nuova Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100351,Super Saiyan Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100352,Super Saiyan Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100353,Super Saiyan Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100354,Super Saiyan Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100361,Super Saiyan 2 Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100362,Super Saiyan 2 Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100363,Super Saiyan 2 Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100364,Super Saiyan 2 Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100371,Perfect Cell [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100372,Perfect Cell [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100373,Perfect Cell [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100374,Perfect Cell [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100381,Super Saiyan 2 Gohan (Youth) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100382,Super Saiyan 2 Gohan (Youth) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100383,Super Saiyan 2 Gohan (Youth) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100384,Super Saiyan 2 Gohan (Youth) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100391,Super Saiyan God SS Goku [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100392,Super Saiyan God SS Goku [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100393,Super Saiyan God SS Goku [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100394,Super Saiyan God SS Goku [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100401,Omega Shenron [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100402,Omega Shenron [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100403,Omega Shenron [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100404,Omega Shenron [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100411,Super Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100412,Super Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100413,Super Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100414,Super Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100421,Fusion Zamasu [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100422,Fusion Zamasu [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100423,Fusion Zamasu [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100424,Fusion Zamasu [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100431,Super Saiyan 2 Goku (Angel) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100432,Super Saiyan 2 Goku (Angel) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100433,Super Saiyan 2 Goku (Angel) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100434,Super Saiyan 2 Goku (Angel) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100441,Majin Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100442,Majin Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100443,Majin Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100444,Majin Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100451,Super Saiyan God SS Vegito [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100452,Super Saiyan God SS Vegito [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100453,Super Saiyan God SS Vegito [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100454,Super Saiyan God SS Vegito [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100461,Goku Black (Super Saiyan Rosé) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100462,Goku Black (Super Saiyan Rosé) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100463,Goku Black (Super Saiyan Rosé) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100464,Goku Black (Super Saiyan Rosé) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100471,Super Saiyan God SS Vegeta [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100472,Super Saiyan God SS Vegeta [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100473,Super Saiyan God SS Vegeta [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100474,Super Saiyan God SS Vegeta [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100481,Super Saiyan Trunks (Future) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100482,Super Saiyan Trunks (Future) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100483,Super Saiyan Trunks (Future) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100484,Super Saiyan Trunks (Future) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100491,Super Saiyan 2 Caulifla [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100492,Super Saiyan 2 Caulifla [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100493,Super Saiyan 2 Caulifla [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100494,Super Saiyan 2 Caulifla [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100501,Kale (Berserk) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100502,Kale (Berserk) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100503,Kale (Berserk) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100504,Kale (Berserk) [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100511,Super Saiyan 3 Broly [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100512,Super Saiyan 3 Broly [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100513,Super Saiyan 3 Broly [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.402473,2024-07-24 07:39:44.402473
100514,Super Saiyan 3 Broly [Rainbow],Character-specific Medal required for Awakening.,400000,3,20,1,2024-07-24 07:39:44.410131,2024-07-24 07:39:44.410131
100521,Toppo (God of Destruction Mode) [Bronze],Character-specific Medal required for Awakening.,100000,0,20,1,2024-07-24 07:39:44.410131,2024-07-24 07:39:44.410131
100522,Toppo (God of Destruction Mode) [Silver],Character-specific Medal required for Awakening.,200000,1,20,1,2024-07-24 07:39:44.410131,2024-07-24 07:39:44.410131
100523,Toppo (God of Destruction Mode) [Gold],Character-specific Medal required for Awakening.,300000,2,20,1,2024-07-24 07:39:44.410131,2024-07-24 07:39:44.410131
