id,kind,description,conditions,created_at,updated_at
182,0,Drop rates of Training Items increase by 24%,"{""item_type"":""TrainingItem"",""benefit_permil"":240}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
183,0,Drop rates of Training Items increase by 25%,"{""item_type"":""TrainingItem"",""benefit_permil"":250}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
184,0,Drop rates of Training Items increase by 26%,"{""item_type"":""TrainingItem"",""benefit_permil"":260}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
185,0,Drop rates of Training Items increase by 27%,"{""item_type"":""TrainingItem"",""benefit_permil"":270}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
186,0,Drop rates of Training Items increase by 28%,"{""item_type"":""TrainingItem"",""benefit_permil"":280}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
187,0,Drop rates of Training Items increase by 29%,"{""item_type"":""TrainingItem"",""benefit_permil"":290}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
188,0,Drop rates of Training Items increase by 30%,"{""item_type"":""TrainingItem"",""benefit_permil"":300}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
189,0,Drop rates of Training Items increase by 31%,"{""item_type"":""TrainingItem"",""benefit_permil"":310}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
190,0,Drop rates of Training Items increase by 32%,"{""item_type"":""TrainingItem"",""benefit_permil"":320}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
191,0,Drop rates of Training Items increase by 33%,"{""item_type"":""TrainingItem"",""benefit_permil"":330}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
192,0,Drop rates of Training Items increase by 34%,"{""item_type"":""TrainingItem"",""benefit_permil"":340}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
193,0,Drop rates of Training Items increase by 35%,"{""item_type"":""TrainingItem"",""benefit_permil"":350}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
194,0,Drop rates of Training Items increase by 36%,"{""item_type"":""TrainingItem"",""benefit_permil"":360}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
195,0,Drop rates of Training Items increase by 37%,"{""item_type"":""TrainingItem"",""benefit_permil"":370}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
196,0,Drop rates of Training Items increase by 38%,"{""item_type"":""TrainingItem"",""benefit_permil"":380}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
197,0,Drop rates of Training Items increase by 39%,"{""item_type"":""TrainingItem"",""benefit_permil"":390}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
198,0,Drop rates of Training Items increase by 40%,"{""item_type"":""TrainingItem"",""benefit_permil"":400}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
199,0,Drop rates of Training Items increase by 41%,"{""item_type"":""TrainingItem"",""benefit_permil"":410}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
200,0,Drop rates of Training Items increase by 42%,"{""item_type"":""TrainingItem"",""benefit_permil"":420}",2024-07-24 07:36:37.091344,2024-07-24 07:36:37.091344
201,0,Drop rates of Training Items increase by 43%,"{""item_type"":""TrainingItem"",""benefit_permil"":430}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
202,0,Drop rates of Training Items increase by 44%,"{""item_type"":""TrainingItem"",""benefit_permil"":440}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
203,0,Drop rates of Training Items increase by 45%,"{""item_type"":""TrainingItem"",""benefit_permil"":450}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
204,0,Drop rates of Training Items increase by 46%,"{""item_type"":""TrainingItem"",""benefit_permil"":460}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
205,0,Drop rates of Training Items increase by 47%,"{""item_type"":""TrainingItem"",""benefit_permil"":470}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
206,0,Drop rates of Training Items increase by 48%,"{""item_type"":""TrainingItem"",""benefit_permil"":480}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
207,0,Drop rates of Training Items increase by 49%,"{""item_type"":""TrainingItem"",""benefit_permil"":490}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
208,0,Drop rates of Training Items increase by 50%,"{""item_type"":""TrainingItem"",""benefit_permil"":500}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
209,2,Reward Boost restoration time shortens by 130 seconds,"{""shortened_sec"":130}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
210,2,Reward Boost restoration time shortens by 135 seconds,"{""shortened_sec"":135}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
211,2,Reward Boost restoration time shortens by 140 seconds,"{""shortened_sec"":140}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
212,2,Reward Boost restoration time shortens by 145 seconds,"{""shortened_sec"":145}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
213,2,Reward Boost restoration time shortens by 150 seconds,"{""shortened_sec"":150}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
214,2,Reward Boost restoration time shortens by 155 seconds,"{""shortened_sec"":155}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
215,2,Reward Boost restoration time shortens by 160 seconds,"{""shortened_sec"":160}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
216,2,Reward Boost restoration time shortens by 165 seconds,"{""shortened_sec"":165}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
217,2,Reward Boost restoration time shortens by 170 seconds,"{""shortened_sec"":170}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
218,2,Reward Boost restoration time shortens by 180 seconds,"{""shortened_sec"":180}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
219,0,Drop rates of Support Items increase by 11%,"{""item_type"":""SupportItem"",""benefit_permil"":110}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
220,0,Drop rates of Support Items increase by 12%,"{""item_type"":""SupportItem"",""benefit_permil"":120}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
221,0,Drop rates of Support Items increase by 13%,"{""item_type"":""SupportItem"",""benefit_permil"":130}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
222,0,Drop rates of Support Items increase by 14%,"{""item_type"":""SupportItem"",""benefit_permil"":140}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
223,0,Drop rates of Support Items increase by 15%,"{""item_type"":""SupportItem"",""benefit_permil"":150}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
224,0,Drop rates of Support Items increase by 16%,"{""item_type"":""SupportItem"",""benefit_permil"":160}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
225,0,Drop rates of Support Items increase by 17%,"{""item_type"":""SupportItem"",""benefit_permil"":170}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
226,0,Drop rates of Support Items increase by 18%,"{""item_type"":""SupportItem"",""benefit_permil"":180}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
227,0,Drop rates of Support Items increase by 19%,"{""item_type"":""SupportItem"",""benefit_permil"":190}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
228,0,Drop rates of Support Items increase by 20%,"{""item_type"":""SupportItem"",""benefit_permil"":200}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
229,0,Drop rates of Support Items increase by 21%,"{""item_type"":""SupportItem"",""benefit_permil"":210}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
230,0,Drop rates of Support Items increase by 22%,"{""item_type"":""SupportItem"",""benefit_permil"":220}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
231,0,Drop rates of Support Items increase by 23%,"{""item_type"":""SupportItem"",""benefit_permil"":230}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
232,0,Drop rates of Support Items increase by 24%,"{""item_type"":""SupportItem"",""benefit_permil"":240}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
233,0,Drop rates of Support Items increase by 25%,"{""item_type"":""SupportItem"",""benefit_permil"":250}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
234,0,Drop rates of Support Items increase by 26%,"{""item_type"":""SupportItem"",""benefit_permil"":260}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
235,0,Drop rates of Support Items increase by 27%,"{""item_type"":""SupportItem"",""benefit_permil"":270}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
236,0,Drop rates of Support Items increase by 28%,"{""item_type"":""SupportItem"",""benefit_permil"":280}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
237,0,Drop rates of Support Items increase by 29%,"{""item_type"":""SupportItem"",""benefit_permil"":290}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
238,0,Drop rates of Support Items increase by 30%,"{""item_type"":""SupportItem"",""benefit_permil"":300}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
239,0,Drop rates of Support Items increase by 31%,"{""item_type"":""SupportItem"",""benefit_permil"":310}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
240,0,Drop rates of Support Items increase by 32%,"{""item_type"":""SupportItem"",""benefit_permil"":320}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
241,0,Drop rates of Support Items increase by 33%,"{""item_type"":""SupportItem"",""benefit_permil"":330}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
242,0,Drop rates of Support Items increase by 34%,"{""item_type"":""SupportItem"",""benefit_permil"":340}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
243,0,Drop rates of Support Items increase by 35%,"{""item_type"":""SupportItem"",""benefit_permil"":350}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
244,0,Drop rates of Support Items increase by 36%,"{""item_type"":""SupportItem"",""benefit_permil"":360}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
245,0,Drop rates of Support Items increase by 37%,"{""item_type"":""SupportItem"",""benefit_permil"":370}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
246,0,Drop rates of Support Items increase by 38%,"{""item_type"":""SupportItem"",""benefit_permil"":380}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
247,0,Drop rates of Support Items increase by 39%,"{""item_type"":""SupportItem"",""benefit_permil"":390}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
248,0,Drop rates of Support Items increase by 40%,"{""item_type"":""SupportItem"",""benefit_permil"":400}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
249,0,Drop rates of Support Items increase by 41%,"{""item_type"":""SupportItem"",""benefit_permil"":410}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
250,0,Drop rates of Support Items increase by 42%,"{""item_type"":""SupportItem"",""benefit_permil"":420}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
251,0,Drop rates of Support Items increase by 43%,"{""item_type"":""SupportItem"",""benefit_permil"":430}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
252,0,Drop rates of Support Items increase by 44%,"{""item_type"":""SupportItem"",""benefit_permil"":440}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
253,0,Drop rates of Support Items increase by 45%,"{""item_type"":""SupportItem"",""benefit_permil"":450}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
254,0,Drop rates of Support Items increase by 46%,"{""item_type"":""SupportItem"",""benefit_permil"":460}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
255,0,Drop rates of Support Items increase by 47%,"{""item_type"":""SupportItem"",""benefit_permil"":470}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
256,0,Drop rates of Support Items increase by 48%,"{""item_type"":""SupportItem"",""benefit_permil"":480}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
257,0,Drop rates of Support Items increase by 49%,"{""item_type"":""SupportItem"",""benefit_permil"":490}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
258,0,Drop rates of Support Items increase by 50%,"{""item_type"":""SupportItem"",""benefit_permil"":500}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
259,2,Reward Boost restoration time shortens by 190 seconds,"{""shortened_sec"":190}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
260,2,Reward Boost restoration time shortens by 195 seconds,"{""shortened_sec"":195}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
261,2,Reward Boost restoration time shortens by 200 seconds,"{""shortened_sec"":200}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
262,2,Reward Boost restoration time shortens by 205 seconds,"{""shortened_sec"":205}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
263,2,Reward Boost restoration time shortens by 215 seconds,"{""shortened_sec"":215}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
264,2,Reward Boost restoration time shortens by 220 seconds,"{""shortened_sec"":220}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
265,2,Reward Boost restoration time shortens by 225 seconds,"{""shortened_sec"":225}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
266,2,Reward Boost restoration time shortens by 230 seconds,"{""shortened_sec"":230}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
267,2,Reward Boost restoration time shortens by 240 seconds,"{""shortened_sec"":240}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
268,5,"Number of available attempts for 
""Study Hard, Play Hard! Turtle School's Intensive Training"" increases by 1","{""area_id"":223,""additional_count"":1}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
269,5,"Number of available attempts for 
""Pan's Secret Adventure"" increases by 1","{""area_id"":135,""additional_count"":1}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
270,5,"Number of available attempts for 
""In Search of Greater Power! God-Level Intensive Training"" increases by 1","{""area_id"":252,""additional_count"":1}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
271,5,"Number of available attempts for 
""[All Types] Activate Your Hidden Potential"" increases by 1","{""area_id"":231,""additional_count"":1}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
272,0,Drop rates of Potential Orbs increase by 11%,"{""item_type"":""PotentialItem"",""benefit_permil"":110}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
273,0,Drop rates of Potential Orbs increase by 12%,"{""item_type"":""PotentialItem"",""benefit_permil"":120}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
274,0,Drop rates of Potential Orbs increase by 13%,"{""item_type"":""PotentialItem"",""benefit_permil"":130}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
275,0,Drop rates of Potential Orbs increase by 14%,"{""item_type"":""PotentialItem"",""benefit_permil"":140}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
276,0,Drop rates of Potential Orbs increase by 15%,"{""item_type"":""PotentialItem"",""benefit_permil"":150}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
277,0,Drop rates of Potential Orbs increase by 16%,"{""item_type"":""PotentialItem"",""benefit_permil"":160}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
278,0,Drop rates of Potential Orbs increase by 17%,"{""item_type"":""PotentialItem"",""benefit_permil"":170}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
279,0,Drop rates of Potential Orbs increase by 18%,"{""item_type"":""PotentialItem"",""benefit_permil"":180}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
280,0,Drop rates of Potential Orbs increase by 19%,"{""item_type"":""PotentialItem"",""benefit_permil"":190}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
281,0,Drop rates of Potential Orbs increase by 20%,"{""item_type"":""PotentialItem"",""benefit_permil"":200}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
282,0,Drop rates of Potential Orbs increase by 21%,"{""item_type"":""PotentialItem"",""benefit_permil"":210}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
283,0,Drop rates of Potential Orbs increase by 22%,"{""item_type"":""PotentialItem"",""benefit_permil"":220}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
284,0,Drop rates of Potential Orbs increase by 23%,"{""item_type"":""PotentialItem"",""benefit_permil"":230}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
285,0,Drop rates of Potential Orbs increase by 24%,"{""item_type"":""PotentialItem"",""benefit_permil"":240}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
286,0,Drop rates of Potential Orbs increase by 25%,"{""item_type"":""PotentialItem"",""benefit_permil"":250}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
287,0,Drop rates of Potential Orbs increase by 26%,"{""item_type"":""PotentialItem"",""benefit_permil"":260}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
288,0,Drop rates of Potential Orbs increase by 27%,"{""item_type"":""PotentialItem"",""benefit_permil"":270}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
289,0,Drop rates of Potential Orbs increase by 28%,"{""item_type"":""PotentialItem"",""benefit_permil"":280}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
290,0,Drop rates of Potential Orbs increase by 29%,"{""item_type"":""PotentialItem"",""benefit_permil"":290}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
291,0,Drop rates of Potential Orbs increase by 30%,"{""item_type"":""PotentialItem"",""benefit_permil"":300}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
292,0,Drop rates of Potential Orbs increase by 31%,"{""item_type"":""PotentialItem"",""benefit_permil"":310}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
293,0,Drop rates of Potential Orbs increase by 32%,"{""item_type"":""PotentialItem"",""benefit_permil"":320}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
294,0,Drop rates of Potential Orbs increase by 33%,"{""item_type"":""PotentialItem"",""benefit_permil"":330}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
295,0,Drop rates of Potential Orbs increase by 34%,"{""item_type"":""PotentialItem"",""benefit_permil"":340}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
296,0,Drop rates of Potential Orbs increase by 35%,"{""item_type"":""PotentialItem"",""benefit_permil"":350}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
297,0,Drop rates of Potential Orbs increase by 36%,"{""item_type"":""PotentialItem"",""benefit_permil"":360}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
298,0,Drop rates of Potential Orbs increase by 37%,"{""item_type"":""PotentialItem"",""benefit_permil"":370}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
299,0,Drop rates of Potential Orbs increase by 38%,"{""item_type"":""PotentialItem"",""benefit_permil"":380}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
300,0,Drop rates of Potential Orbs increase by 39%,"{""item_type"":""PotentialItem"",""benefit_permil"":390}",2024-07-24 07:36:37.099621,2024-07-24 07:36:37.099621
301,0,Drop rates of Potential Orbs increase by 40%,"{""item_type"":""PotentialItem"",""benefit_permil"":400}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
302,0,Drop rates of Potential Orbs increase by 41%,"{""item_type"":""PotentialItem"",""benefit_permil"":410}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
303,0,Drop rates of Potential Orbs increase by 42%,"{""item_type"":""PotentialItem"",""benefit_permil"":420}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
304,0,Drop rates of Potential Orbs increase by 43%,"{""item_type"":""PotentialItem"",""benefit_permil"":430}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
305,0,Drop rates of Potential Orbs increase by 44%,"{""item_type"":""PotentialItem"",""benefit_permil"":440}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
306,0,Drop rates of Potential Orbs increase by 45%,"{""item_type"":""PotentialItem"",""benefit_permil"":450}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
307,0,Drop rates of Potential Orbs increase by 46%,"{""item_type"":""PotentialItem"",""benefit_permil"":460}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
308,0,Drop rates of Potential Orbs increase by 47%,"{""item_type"":""PotentialItem"",""benefit_permil"":470}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
309,0,Drop rates of Potential Orbs increase by 48%,"{""item_type"":""PotentialItem"",""benefit_permil"":480}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
310,0,Drop rates of Potential Orbs increase by 49%,"{""item_type"":""PotentialItem"",""benefit_permil"":490}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
311,0,Drop rates of Potential Orbs increase by 50%,"{""item_type"":""PotentialItem"",""benefit_permil"":500}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
312,3,STA restoration time shortens by 11 seconds,"{""shortened_sec"":11}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
313,3,STA restoration time shortens by 12 seconds,"{""shortened_sec"":12}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
314,3,STA restoration time shortens by 13 seconds,"{""shortened_sec"":13}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
315,3,STA restoration time shortens by 14 seconds,"{""shortened_sec"":14}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
316,3,STA restoration time shortens by 15 seconds,"{""shortened_sec"":15}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
317,2,Reward Boost restoration time shortens by 250 seconds,"{""shortened_sec"":250}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
318,2,Reward Boost restoration time shortens by 255 seconds,"{""shortened_sec"":255}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
319,2,Reward Boost restoration time shortens by 260 seconds,"{""shortened_sec"":260}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
320,2,Reward Boost restoration time shortens by 265 seconds,"{""shortened_sec"":265}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
321,2,Reward Boost restoration time shortens by 275 seconds,"{""shortened_sec"":275}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
322,2,Reward Boost restoration time shortens by 280 seconds,"{""shortened_sec"":280}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
323,2,Reward Boost restoration time shortens by 285 seconds,"{""shortened_sec"":285}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
324,2,Reward Boost restoration time shortens by 290 seconds,"{""shortened_sec"":290}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
325,2,Reward Boost restoration time shortens by 300 seconds,"{""shortened_sec"":300}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
326,2,Reward Boost restoration time shortens by 305 seconds,"{""shortened_sec"":305}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
327,2,Reward Boost restoration time shortens by 310 seconds,"{""shortened_sec"":310}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
328,2,Reward Boost restoration time shortens by 315 seconds,"{""shortened_sec"":315}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
329,2,Reward Boost restoration time shortens by 325 seconds,"{""shortened_sec"":325}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
330,2,Reward Boost restoration time shortens by 330 seconds,"{""shortened_sec"":330}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
331,2,Reward Boost restoration time shortens by 335 seconds,"{""shortened_sec"":335}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
332,2,Reward Boost restoration time shortens by 340 seconds,"{""shortened_sec"":340}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
333,2,Reward Boost restoration time shortens by 350 seconds,"{""shortened_sec"":350}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
334,2,Reward Boost restoration time shortens by 355 seconds,"{""shortened_sec"":355}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
335,2,Reward Boost restoration time shortens by 360 seconds,"{""shortened_sec"":360}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
336,2,Reward Boost restoration time shortens by 365 seconds,"{""shortened_sec"":365}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
337,2,Reward Boost restoration time shortens by 375 seconds,"{""shortened_sec"":375}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
338,2,Reward Boost restoration time shortens by 380 seconds,"{""shortened_sec"":380}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
339,2,Reward Boost restoration time shortens by 385 seconds,"{""shortened_sec"":385}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
340,2,Reward Boost restoration time shortens by 390 seconds,"{""shortened_sec"":390}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
341,2,Reward Boost restoration time shortens by 400 seconds,"{""shortened_sec"":400}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
342,3,STA restoration time shortens by 16 seconds,"{""shortened_sec"":16}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
343,3,STA restoration time shortens by 17 seconds,"{""shortened_sec"":17}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
344,3,STA restoration time shortens by 18 seconds,"{""shortened_sec"":18}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
345,3,STA restoration time shortens by 19 seconds,"{""shortened_sec"":19}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
346,3,STA restoration time shortens by 20 seconds,"{""shortened_sec"":20}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
347,0,Drop rates of characters increase by 11%,"{""item_type"":""Card"",""benefit_permil"":110}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
348,0,Drop rates of characters increase by 12%,"{""item_type"":""Card"",""benefit_permil"":120}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
349,0,Drop rates of characters increase by 13%,"{""item_type"":""Card"",""benefit_permil"":130}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
350,0,Drop rates of characters increase by 14%,"{""item_type"":""Card"",""benefit_permil"":140}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
351,0,Drop rates of characters increase by 15%,"{""item_type"":""Card"",""benefit_permil"":150}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
352,0,Drop rates of characters increase by 16%,"{""item_type"":""Card"",""benefit_permil"":160}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
353,0,Drop rates of characters increase by 17%,"{""item_type"":""Card"",""benefit_permil"":170}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
354,0,Drop rates of characters increase by 18%,"{""item_type"":""Card"",""benefit_permil"":180}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
355,0,Drop rates of characters increase by 19%,"{""item_type"":""Card"",""benefit_permil"":190}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
356,0,Drop rates of characters increase by 20%,"{""item_type"":""Card"",""benefit_permil"":200}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
357,0,Drop rates of characters increase by 21%,"{""item_type"":""Card"",""benefit_permil"":210}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
358,0,Drop rates of characters increase by 22%,"{""item_type"":""Card"",""benefit_permil"":220}",2024-07-24 07:36:37.107676,2024-07-24 07:36:37.107676
