id,name,description,created_at,updated_at
100678,Furious Attack,TEQ Type HP & DEF +60%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100679,Unparalleled Golden Ki,"AGL Type Ki +3 and HP, ATK & DEF +70%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100701,Sage from Universe 7,INT Type HP & DEF +60%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100702,Mystical Body,Damage received reduced by 15%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100703,True Colors,All Types ATK +15%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100704,Absolute Strength,AGL Type ATK +40%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100705,Evil Nature,AGL & INT Types Ki +2,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100706,Saiyan from Universe 6,"TEQ Type HP, ATK and DEF +20%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100707,Pride Awakened,"TEQ Type HP, ATK and DEF +30%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100708,Metal Man Strikes,PHY Type enemy ATK -25%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100709,Universe 6's Strongest Assassin,Enemy ATK -20%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100710,Expanding Possibility,Enemies' ATK & DEF -30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100712,Majin on the Loose,All Types ATK +30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100714,Burning Soul,"Ki +3 and ATK & DEF +10% 
when HP is 99% or less",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100717,Power Born of Ambition,AGL & INT Type enemies' ATK -25%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100718,The Ultimate Android,"Extreme AGL Type Ki +3 and 
HP, ATK & DEF +120%; Super AGL Type 
Ki +1 and HP, ATK & DEF +50%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100719,Heroic Victory Declaration,STR Type ATK & DEF +60%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100720,True Child Prodigy,TEQ & INT Types HP & ATK +30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100721,True Child Prodigy,TEQ & INT Types Ki +3,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100730,Undying Superpower,HP +30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100731,Flash of Glory,All Types DEF +1000,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100732,Absolute Loss,All Types DEF -1000,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100733,Gallant Fighter,All Types ATK +1000,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100734,Wounded Honor,All Types ATK -1000,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100735,Raging Counterstrike,PHY and INT Type Ki +3,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100736,Cosmic Dawdler,"Recover 500 HP per Ki of character's Type 
obtained",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100737,Unstoppable Ascension,"PHY Type ATK & DEF +50% 
when HP is 30% or above",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100738,Proud Heir,"TEQ Type ATK & DEF +50% 
when HP is 30% or above",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100739,Fire of Vengeance,"TEQ Type HP, ATK & DEF +100%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100741,Impulse of the Warrior Race,"Extreme Class Ki +2 
and HP, ATK & DEF +70%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100742,Mastered Skills,All Types HP & ATK +20%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100743,The Fusion Power Returns,Ki +2 when HP is 80% or below,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100744,Shining Justice,"TEQ Type ATK & DEF +50% when HP is 
30% or above",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100745,Fearsome Rampage,"PHY Type Ki +2 and HP, ATK & DEF +50%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100746,Eternal Horror,"PHY Type Ki +3 and HP, ATK & DEF +70%",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100747,Everlasting Legend,"All Types Ki +3, ATK +3000",2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100761,Whirlwind Strike,TEQ and STR Type HP & ATK +50%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100762,Passion Over Pride,All Types Ki +2 and ATK & DEF +30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100766,Augmented Offense,INT Type Ki +2 and HP & ATK +50%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100767,Emerging Power,All Types Ki +2,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100768,Power for the Death-Match,AGL Type Ki +2 and HP & DEF +70%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100770,Ultimate Transformation,STR Type enemies' ATK & DEF -30%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100771,Hellish Amalgamation,AGL Type HP & DEF +60%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100772,Evil Evolution,Ki +3 when HP is 50% or more,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100774,Blazing Fusion Warrior,TEQ Type Ki +2 and ATK & DEF +70%,2024-07-24 07:39:52.596499,2024-07-24 07:39:52.596499
100775,Transcendent Combat,STR Type HP & ATK +30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100776,Devastating Carnage,"INT Type HP, ATK and DEF +20%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100777,Metamorphic Parasite,"STR Type Ki +3 and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100778,Burgeoning Might,AGL Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100781,Immovable Entity,All Types Ki +2,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100783,Quiet Grit,"Super TEQ Type Ki +2 
and HP, ATK & DEF +70%; 
Extreme TEQ Type Ki +1 
and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100784,Daily Training,"Super TEQ Type Ki +3 
and HP, ATK & DEF +90%; 
Extreme TEQ Type Ki +2 
and HP, ATK & DEF +60%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100786,Fearless Departure,"INT Type Ki +2 and HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100788,Inborn Fearlessness,"INT & PHY Types 
Ki +2 and HP, ATK & DEF +20%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100789,Inborn Pride,"TEQ & PHY Types 
Ki +2 and HP, ATK & DEF +20%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100790,Heartening Support,"PHY Type Ki +2 and ATK +20% when HP is 
80% or below",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100792,Necessary Evolution,"AGL Type HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100793,Eternal Savior,"TEQ Type Ki +2 and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100794,Beloved Girl Fighter,STR Type HP & ATK +30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100795,Savage Destruction,PHY Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100797,Fearful World Domination,"TEQ, INT & STR Types 
Ki +2 and HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100798,Terrifying Plot,"All Types Ki +2 and HP, ATK & DEF +20%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100801,Vengeful Monster,"TEQ Type ATK +50% when HP is 50% or 
above",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100802,Unwavering Spirit,All Types HP & ATK +10%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100803,Battle in Another World,All Types HP & ATK + 30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100807,Clever Tactics,"STR & PHY Types 
Ki +3 and HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100808,Game-Reversing Technique,"AGL, TEQ & PHY Types 
Ki +2 and HP & ATK +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100809,Countdown to Despair,"INT Type Ki +3 and HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100810,Ultimate Majin Menace,"INT Type Ki +2 and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100811,Tactics Evolved,ATK +5% for every Ki Sphere obtained,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100812,Strategic Extermination,TEQ Type enemy ATK -30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100813,Raging Dash,TEQ Type ATK & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100814,Relentless Onslaught,"TEQ Type ATK & DEF +50% 
when HP is 30% or more",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100815,Holy Ambush,"Super STR Type Ki +2 and HP, ATK & DEF +40%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100818,New Horizons,INT Type Ki +2 and ATK & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100819,Saiyan Counterattack,"""Super Saiyan 3"" Category, 
AGL, INT & PHY Types 
Ki +2 and HP, ATK & DEF +40%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100826,Sword of Courage,"TEQ Type HP, ATK & DEF +40%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100827,Flash of Genius,STR Type enemies' ATK -20%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100829,Inklings of Ultimate Power,"STR Type ATK +33% per STR Ki Sphere 
obtained",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100834,Fusion of Legend,TEQ Type ATK & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100835,Back from the Brink,ATK +5% per Ki Sphere obtained,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100836,Journey to the World,TEQ Type HP + 50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100837,Infinite Curiosity,INT Type HP + 50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100838,Explorer's Premonition,AGL Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100839,Challenger against God,PHY Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100841,Limitless Fusion,"AGL Type Ki +2 and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100842,True Value of the Potara,All Types HP and ATK +30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100843,Fusion Fighter's Attack,All Types HP and ATK +30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100844,Time Crossing Warrior,"TEQ Type HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100845,Returning Demon's Roar,"AGL Type Ki +3 and HP, ATK & DEF +50%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100848,Raging Rabbit Riot,All Types ATK +25%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100849,Orb of Girlish Wishes,All Types Ki +2,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100850,Strength Forged in Heaven,AGL & PHY Type HP & ATK +20%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100851,A Brand-New Super Attack,"PHY Type ATK & DEF +50% 
when HP is 30% or more",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100852,Heartfelt Transformation,"STR Type ATK & DEF +50% 
when HP is 30% or more",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100853,Protector of Hope,TEQ Type ATK +70%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100854,Blast of Fury,All Types ATK +30%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100855,Stunning Power,"TEQ, STR & PHY Type Ki +3",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100856,Long-awaited Serious Duel,"AGL, TEQ and STR Type HP & ATK +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100857,Proof of Tough Trainings,"AGL, TEQ and STR Type HP & ATK +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100858,Shattering Strike,"STR & PHY Types HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100859,Disciplined Might,All Types HP & ATK +20%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100860,A Future Destroyed,AGL Type enemy ATK & DEF -20%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100861,The Paramount Saiyan,"AGL, STR and PHY Type HP & ATK +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100862,Cyan Juggernaut,"TEQ Type ATK +33% for every TEQ Ki 
Sphere obtained",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100863,Next-Level Strike,"AGL Type HP, ATK & DEF +100%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100864,Vile and Violent,All Types Ki +3,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100865,Impeccable Emperor,STR Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100866,Pedigree of Justice,INT Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100867,Saiyan Spirits United,"STR Type ATK & DEF +50% when HP is 
30% or above",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100868,Explosive Gamble,PHY Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100869,Warrior Girl with Strong DNA,AGL Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100870,Perfected Evil,TEQ Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100871,Hopeless Minus Energy,"STR Type Ki +3, HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100872,Shadow Dragons' Master,"PHY Type ATK & DEF +50% 
when HP is 30% or more",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100873,Perfect Supremacy,"TEQ Type HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100874,Proof of Resurrection,"AGL Type ATK +33% 
per AGL Ki Sphere obtained",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100875,Golden Malice,"TEQ, INT & STR Types HP & ATK +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100876,Magnificent Awakening,All Types Ki +2 and ATK & DEF +20%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100877,Unbridled Horror,All Types Ki +1,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100878,Agile Dash,All Types Ki +2,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100879,Ingenious Collaboration,All Types Ki +3,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100880,Limitless Energy,All Types Ki +4,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100881,Systematic Victory,"STR Type HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100882,Welcome to Hell,"STR Type HP, ATK & DEF +100%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100883,The Elusive Beast,TEQ Type ATK +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100884,Deepening Darkness,"PHY Type HP, ATK & DEF +70%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100885,Dark Menace,"PHY Type HP, ATK & DEF +100%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100886,Confronting the Darkness,"All Types HP, ATK & DEF +20%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100887,Humanity's Hope,"All Types HP, ATK & DEF +25%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100888,Fighting Eradication,INT Type HP & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100889,Heading for a Showdown,"TEQ Type Ki +3 and HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100890,Young Traveler of Time and Space,PHY Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100891,Rival through Time and Space,AGL Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100892,Miraculous Kamehameha,"AGL, INT & STR Type HP, ATK & 
DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100893,Unyielding Kamehameha,All Types ATK +40%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100894,Furious Kamehameha,ATK +7% per Ki Sphere obtained,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100895,Mind-Boggling Power,All Types Ki +3,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100896,Full-Power Salutation,"All Types Ki +3 and HP, ATK & DEF +30%",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100897,Who's the Strongest?,"STR Type ATK & DEF +50% when HP is 
30% or above",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100898,Devastating Power,STR Type ATK & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100899,Gaze of Pure Passion,"AGL Type ATK & DEF +50% when HP is 
30% or above",2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100900,Impish Innocence,AGL Type ATK & DEF +60%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100901,Child's Play,TEQ Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100902,Penguin Village Adventure,STR Type HP +50%,2024-07-24 07:39:52.602502,2024-07-24 07:39:52.602502
100903,Hero of Penguin Village,PHY Type HP & DEF +60%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100904,Innocent Pokes,Damage received reduced by 15%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100905,Power of Politeness,AGL Type HP & DEF +60%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100906,Dogged Pursuit,INT Type HP & DEF +60%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100907,Ruthless Assassin,TEQ Type ATK +50%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100908,Terrifying Pressure,"Extreme PHY Type Ki +2 and HP, ATK & 
DEF +100%; Super PHY Type HP, ATK & 
DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100909,Open the Gates of Hell,"Extreme PHY Type Ki +3 and HP, ATK & 
DEF +120%; Super PHY Type Ki +1 and HP, 
ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100910,Heinous Attack,"AGL, TEQ & PHY Types 
Ki +2 and HP, ATK & DEF +30%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100911,Almighty Cleave,AGL & INT Type Ki +2 and ATK & DEF +50%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100912,Galactic Messenger,"""Defenders of Justice"" Category 
Ki +2 and HP, ATK & DEF +100%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100913,Self-Proclaimed Super Elite,"""Defenders of Justice"" Category 
Ki +3 and HP, ATK & DEF +130%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100914,Shocking Arrival,"""Low-Class Warrior"" Category Ki +2 
and HP & DEF +30%, ATK +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100916,Dangerous Justice,All Types Ki +2 and ATK & DEF +20%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100919,Enraged at Evil,"All Types HP, ATK & DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100921,Demon King's Successor,HP +50%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100922,Burst of Fighting Spirit,HP +80%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100923,Budding Heart,HP +150%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100924,Beyond Destiny,TEQ Type ATK & DEF +70%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100925,Energetic Fighter,INT Type HP & DEF +70%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100926,Proud Bloodline,AGL Type HP & DEF +70%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100928,Iron Fist of Justice,"AGL Type HP, ATK and DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100929,Violent Blast,"PHY Type HP, ATK and DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100930,Demon King's Oppression,"INT Type HP, ATK and DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100931,Ki Focus,"STR Type HP, ATK and DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100932,Miraculous Re-Fusion,"Super Class Ki +2 and HP, ATK & DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100933,Azure Omnipotence,"Super Class Ki +3 and HP, ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100934,Exalted Ideals,"Extreme Class Ki +2 and HP, ATK & DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100935,Rose Stained Super Saiyan,"Extreme Class Ki +3 and HP, ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100936,Indignant Emperor,All Types ATK +2000,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100937,Staggering Force,All Types ATK +4000,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100938,Reign of Terror,All Types ATK +7000,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100939,Raging Wickedness,"AGL & PHY Types 
Ki +2 and HP, ATK & DEF +30%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100942,Scarlet Hero,"Super STR Type 
Ki +2 and HP, ATK & DEF +100%; 
Extreme STR Type HP, ATK & DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100943,Ultimate Super Saiyan,"Super STR Type 
Ki +3 and HP, ATK & DEF +120%; 
Extreme STR Type 
Ki +1 and HP, ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100944,Earnest Resolve,"Ki +2 and ATK & DEF +20% when HP is 
50% or above",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100948,Furious Instincts,"AGL & PHY Types 
Ki +2 and ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100949,The Spirited Golden Warrior,Super Class Ki +2 and HP & DEF +50%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100950,Striking in Harmony,All Types HP & ATK +30%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100951,God of Defiance,"All Types Ki +2 and HP, ATK & DEF +30%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100952,Innocent Onslaught,Reduces damage received by 20%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100953,Indomitable Battle Lust,All Types Ki +2 and ATK & DEF +20%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100954,Saiyan Tenacity,"All Types HP, ATK & DEF +20%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100955,Standing Defiant,TEQ and STR Type Ki +1,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100956,Power of Rage,TEQ and STR Type Ki +2,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100957,The Future's Last Hope,"Super Class HP, ATK & DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100958,Blade of Hope and Dreams,"Super Class Ki +1 and HP, ATK & 
DEF +70%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100959,Passion of the Warrior Race,"INT Type HP, ATK & DEF +100%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100960,Bringer of Light,"Extreme Class HP, ATK & DEF +60%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100961,A Reliable Captain,"All Types HP, ATK & DEF +30%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100962,Special Fighting Pose,"All Types HP, ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100963,The Ultimate Fighting Squadron,"All Types HP, ATK & DEF +77%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100964,Transcendent Majin,"Extreme INT Type 
Ki +3 and HP, ATK & DEF +120%; 
Super INT Type Ki +1 and HP, ATK & DEF +50%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100965,Brazen Fighting Spirit,"Extreme INT Type 
Ki +2 and HP, ATK & DEF +100%; 
Super INT Type HP, ATK & DEF +40%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100966,The Final Clash,"AGL Type Ki +3 and HP, ATK & DEF +70%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100968,Halo of Destruction,INT Type enemies' ATK & DEF -20%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100970,A Will Beyond Time,"All Types HP, ATK & DEF +2500",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100971,Bonds Beyond Time,"All Types HP, ATK & DEF +25%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100972,Determined to Evolve,All Types ATK & DEF +30%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100973,Ascending to Godhood,PHY Type ATK +33% per PHY Ki Sphere obtained,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100974,New Realms of Saiyan Power,All Types ATK & DEF +30%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100975,Uncontrollable Rage,"INT Type HP, ATK & DEF +70%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100976,Lightning-Fast Strike,"All Types HP, ATK & DEF +2000",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100977,Convergent Fury,All Types ATK +40%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100978,Confident of Victory,All Types HP & ATK +30%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100979,Wrath of the Absolute God,"Extreme Class Ki +1 and HP, ATK & 
DEF +70%",2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100980,The Boss' Signature Move,INT Type HP & DEF +50%,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
100981,Go-Ahead Home Run,All Types ATK +2000,2024-07-24 07:39:52.609057,2024-07-24 07:39:52.609057
