id,rank,exp_total,act_max,friends_capacity,created_at,updated_at
319,319,53749385,143,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
320,320,54230560,144,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
321,321,54714730,144,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
322,322,55201905,144,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
323,323,55692095,144,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
324,324,56185310,144,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
325,325,56681560,145,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
326,326,57180855,145,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
327,327,57683205,145,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
328,328,58188620,145,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
329,329,58697110,145,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
330,330,59208685,146,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
331,331,59723355,146,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
332,332,60241130,146,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
333,333,60762020,146,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
334,334,61286035,146,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
335,335,61813185,147,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
336,336,62343480,147,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
337,337,62876930,147,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
338,338,63413545,147,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
339,339,63953335,147,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
340,340,64496310,148,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
341,341,65042480,148,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
342,342,65591855,148,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
343,343,66144445,148,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
344,344,66700260,148,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
345,345,67259310,149,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
346,346,67821605,149,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
347,347,68387155,149,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
348,348,68955970,149,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
349,349,69528060,149,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
350,350,70103435,150,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
351,351,70682105,150,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
352,352,71264080,150,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
353,353,71849370,150,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
354,354,72437985,150,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
355,355,73029935,151,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
356,356,73625230,151,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
357,357,74223880,151,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
358,358,74825895,151,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
359,359,75431285,151,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
360,360,76040060,152,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
361,361,76652230,152,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
362,362,77267805,152,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
363,363,77886795,152,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
364,364,78509210,152,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
365,365,79135060,153,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
366,366,79764355,153,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
367,367,80397105,153,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
368,368,81033320,153,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
369,369,81673010,153,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
370,370,82316185,154,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
371,371,82962855,154,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
372,372,83613030,154,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
373,373,84266720,154,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
374,374,84923935,154,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
375,375,85584685,155,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
376,376,86248980,155,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
377,377,86916830,155,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
378,378,87588245,155,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
379,379,88263235,155,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
380,380,88941810,156,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
381,381,89623980,156,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
382,382,90309755,156,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
383,383,90999145,156,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
384,384,91692160,156,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
385,385,92388810,157,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
386,386,93089105,157,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
387,387,93793055,157,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
388,388,94500670,157,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
389,389,95211960,157,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
390,390,95926935,158,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
391,391,96645605,158,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
392,392,97367980,158,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
393,393,98094070,158,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
394,394,98823885,158,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
395,395,99557435,159,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
396,396,100294730,159,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
397,397,101035780,159,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
398,398,101780595,159,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
399,399,102529185,159,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
400,400,103281560,162,100,2024-02-27 09:32:26.473713,2024-02-27 09:32:26.473713
401,401,104037730,162,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
402,402,104797705,162,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
403,403,105561495,162,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
404,404,106329110,162,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
405,405,107100560,163,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
406,406,107875855,163,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
407,407,108655005,163,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
408,408,109438020,163,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
409,409,110224910,163,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
410,410,111015685,164,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
411,411,111810355,164,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
412,412,112608930,164,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
413,413,113411420,164,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
414,414,114217835,164,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
415,415,115028185,165,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
416,416,115842480,165,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
417,417,116660730,165,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
418,418,117482945,165,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
419,419,118309135,165,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
420,420,119139310,166,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
421,421,119973480,166,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
422,422,120811655,166,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
423,423,121653845,166,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
424,424,122500060,166,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
425,425,123350310,167,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
426,426,124204605,167,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
427,427,125062955,167,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
428,428,125925370,167,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
429,429,126791860,167,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
430,430,127662435,168,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
431,431,128537105,168,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
432,432,129415880,168,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
433,433,130298770,168,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
434,434,131185785,168,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
435,435,132076935,169,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
436,436,132972230,169,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
437,437,133871680,169,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
438,438,134775295,169,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
439,439,135683085,169,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
440,440,136595060,170,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
441,441,137511230,170,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
442,442,138431605,170,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
443,443,139356195,170,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
444,444,140285010,170,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
445,445,141218060,171,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
446,446,142155355,171,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
447,447,143096905,171,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
448,448,144042720,171,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
449,449,144992810,171,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
450,450,145947185,172,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
451,451,146905855,172,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
452,452,147868830,172,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
453,453,148836120,172,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
454,454,149807735,172,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
455,455,150783685,173,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
456,456,151763980,173,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
457,457,152748630,173,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
458,458,153737645,173,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
459,459,154731035,173,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
460,460,155728810,174,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
461,461,156730980,174,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
462,462,157737555,174,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
463,463,158748545,174,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
464,464,159763960,174,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
465,465,160783810,175,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
466,466,161808105,175,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
467,467,162836855,175,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
468,468,163870070,175,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
469,469,164907760,175,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
470,470,165949935,176,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
471,471,166996605,176,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
472,472,168047780,176,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
473,473,169103470,176,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
474,474,170163685,176,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
475,475,171228435,177,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
476,476,172297730,177,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
477,477,173371580,177,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
478,478,174449995,177,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
479,479,175532985,177,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
480,480,176620560,178,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
481,481,177712730,178,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
482,482,178809505,178,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
483,483,179910895,178,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
484,484,181016910,178,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
485,485,182127560,179,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
486,486,183242855,179,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
487,487,184362805,179,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
488,488,185487420,179,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
489,489,186616710,179,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
490,490,187750685,180,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
491,491,188889355,180,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
492,492,190032730,180,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
493,493,191180820,180,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
494,494,192333635,180,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
495,495,193491185,181,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
496,496,194653480,181,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
497,497,195820530,181,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
498,498,196992345,181,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
499,499,198168935,181,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
500,500,199350310,184,100,2024-02-27 09:32:26.480460,2024-02-27 09:32:26.480460
501,501,200536480,184,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
502,502,201727455,184,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
503,503,202923245,184,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
504,504,204123860,184,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
505,505,205329310,185,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
506,506,206539605,185,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
507,507,207754755,185,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
508,508,208974770,185,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
509,509,210199660,185,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
510,510,211429435,186,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
511,511,212664105,186,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
512,512,213903680,186,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
513,513,215148170,186,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
514,514,216397585,186,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
515,515,217651935,187,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
516,516,218911230,187,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
517,517,220175480,187,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
518,518,221444695,187,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
519,519,222718885,187,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
520,520,223998060,188,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
521,521,225282230,188,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
522,522,226571405,188,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
523,523,227865595,188,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
524,524,229164810,188,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
525,525,230469060,189,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
526,526,231778355,189,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
527,527,233092705,189,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
528,528,234412120,189,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
529,529,235736610,189,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
530,530,237066185,190,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
531,531,238400855,190,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
532,532,239740630,190,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
533,533,241085520,190,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
534,534,242435535,190,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
535,535,243790685,191,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
536,536,245150980,191,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
537,537,246516430,191,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
538,538,247887045,191,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
539,539,249262835,191,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
540,540,250643810,192,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
541,541,252029980,192,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
542,542,253421355,192,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
543,543,254817945,192,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
544,544,256219760,192,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
545,545,257626810,193,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
546,546,259039105,193,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
547,547,260456655,193,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
548,548,261879470,193,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
549,549,263307560,193,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
550,550,264740935,194,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
551,551,266179605,194,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
552,552,267623580,194,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
553,553,269072870,194,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
554,554,270527485,194,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
555,555,271987435,195,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
556,556,273452730,195,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
557,557,274923380,195,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
558,558,276399395,195,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
559,559,277880785,195,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
560,560,279367560,196,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
561,561,280859730,196,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
562,562,282357305,196,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
563,563,283860295,196,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
564,564,285368710,196,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
565,565,286882560,197,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
566,566,288401855,197,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
567,567,289926605,197,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
568,568,291456820,197,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
569,569,292992510,197,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
570,570,294533685,198,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
571,571,296080355,198,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
572,572,297632530,198,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
573,573,299190220,198,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
574,574,300753435,198,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
575,575,302322185,199,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
576,576,303896480,199,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
577,577,305476330,199,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
578,578,307061745,199,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
579,579,308652735,199,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
580,580,310249310,200,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
581,581,311851480,200,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
582,582,313459255,200,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
583,583,315072645,200,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
584,584,316691660,200,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
585,585,318316310,201,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
586,586,319946605,201,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
587,587,321582555,201,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
588,588,323224170,201,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
589,589,324871460,201,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
590,590,326524435,202,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
591,591,328183105,202,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
592,592,329847480,202,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
593,593,331517570,202,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
594,594,333193385,202,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
595,595,334874935,203,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
596,596,336562230,203,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
597,597,338255280,203,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
598,598,339954095,203,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
599,599,341658685,203,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
600,600,343369060,206,100,2024-02-27 09:32:26.487152,2024-02-27 09:32:26.487152
601,601,345085230,206,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
602,602,346807205,206,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
603,603,348534995,206,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
604,604,350268610,206,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
605,605,352008060,207,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
606,606,353753355,207,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
607,607,355504505,207,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
608,608,357261520,207,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
609,609,359024410,207,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
610,610,360793185,208,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
611,611,362567855,208,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
612,612,364348430,208,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
613,613,366134920,208,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
614,614,367927335,208,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
615,615,369725685,209,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
616,616,371529980,209,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
617,617,373340230,209,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
618,618,375156445,209,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
619,619,376978635,209,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
620,620,378806810,210,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
621,621,380640980,210,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
622,622,382481155,210,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
623,623,384327345,210,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
624,624,386179560,210,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
625,625,388037810,211,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
626,626,389902105,211,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
627,627,391772455,211,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
628,628,393648870,211,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
629,629,395531360,211,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
630,630,397419935,212,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
631,631,399314605,212,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
632,632,401215380,212,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
633,633,403122270,212,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
634,634,405035285,212,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
635,635,406954435,213,100,2024-02-27 09:32:26.493826,2024-02-27 09:32:26.493826
