id,kind,description,conditions,created_at,updated_at
182,0,Drop rates of Training Items increase by 24%,"{""item_type"":""TrainingItem"",""benefit_permil"":240}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
183,0,Drop rates of Training Items increase by 25%,"{""item_type"":""TrainingItem"",""benefit_permil"":250}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
184,0,Drop rates of Training Items increase by 26%,"{""item_type"":""TrainingItem"",""benefit_permil"":260}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
185,0,Drop rates of Training Items increase by 27%,"{""item_type"":""TrainingItem"",""benefit_permil"":270}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
186,0,Drop rates of Training Items increase by 28%,"{""item_type"":""TrainingItem"",""benefit_permil"":280}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
187,0,Drop rates of Training Items increase by 29%,"{""item_type"":""TrainingItem"",""benefit_permil"":290}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
188,0,Drop rates of Training Items increase by 30%,"{""item_type"":""TrainingItem"",""benefit_permil"":300}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
189,0,Drop rates of Training Items increase by 31%,"{""item_type"":""TrainingItem"",""benefit_permil"":310}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
190,0,Drop rates of Training Items increase by 32%,"{""item_type"":""TrainingItem"",""benefit_permil"":320}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
191,0,Drop rates of Training Items increase by 33%,"{""item_type"":""TrainingItem"",""benefit_permil"":330}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
192,0,Drop rates of Training Items increase by 34%,"{""item_type"":""TrainingItem"",""benefit_permil"":340}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
193,0,Drop rates of Training Items increase by 35%,"{""item_type"":""TrainingItem"",""benefit_permil"":350}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
194,0,Drop rates of Training Items increase by 36%,"{""item_type"":""TrainingItem"",""benefit_permil"":360}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
195,0,Drop rates of Training Items increase by 37%,"{""item_type"":""TrainingItem"",""benefit_permil"":370}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
196,0,Drop rates of Training Items increase by 38%,"{""item_type"":""TrainingItem"",""benefit_permil"":380}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
197,0,Drop rates of Training Items increase by 39%,"{""item_type"":""TrainingItem"",""benefit_permil"":390}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
198,0,Drop rates of Training Items increase by 40%,"{""item_type"":""TrainingItem"",""benefit_permil"":400}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
199,0,Drop rates of Training Items increase by 41%,"{""item_type"":""TrainingItem"",""benefit_permil"":410}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
200,0,Drop rates of Training Items increase by 42%,"{""item_type"":""TrainingItem"",""benefit_permil"":420}",2024-04-30 09:29:10.593654,2024-04-30 09:29:10.593654
201,0,Drop rates of Training Items increase by 43%,"{""item_type"":""TrainingItem"",""benefit_permil"":430}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
202,0,Drop rates of Training Items increase by 44%,"{""item_type"":""TrainingItem"",""benefit_permil"":440}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
203,0,Drop rates of Training Items increase by 45%,"{""item_type"":""TrainingItem"",""benefit_permil"":450}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
204,0,Drop rates of Training Items increase by 46%,"{""item_type"":""TrainingItem"",""benefit_permil"":460}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
205,0,Drop rates of Training Items increase by 47%,"{""item_type"":""TrainingItem"",""benefit_permil"":470}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
206,0,Drop rates of Training Items increase by 48%,"{""item_type"":""TrainingItem"",""benefit_permil"":480}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
207,0,Drop rates of Training Items increase by 49%,"{""item_type"":""TrainingItem"",""benefit_permil"":490}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
208,0,Drop rates of Training Items increase by 50%,"{""item_type"":""TrainingItem"",""benefit_permil"":500}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
209,2,Reward Boost restoration time shortens by 130 seconds,"{""shortened_sec"":130}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
210,2,Reward Boost restoration time shortens by 135 seconds,"{""shortened_sec"":135}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
211,2,Reward Boost restoration time shortens by 140 seconds,"{""shortened_sec"":140}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
212,2,Reward Boost restoration time shortens by 145 seconds,"{""shortened_sec"":145}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
213,2,Reward Boost restoration time shortens by 150 seconds,"{""shortened_sec"":150}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
214,2,Reward Boost restoration time shortens by 155 seconds,"{""shortened_sec"":155}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
215,2,Reward Boost restoration time shortens by 160 seconds,"{""shortened_sec"":160}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
216,2,Reward Boost restoration time shortens by 165 seconds,"{""shortened_sec"":165}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
217,2,Reward Boost restoration time shortens by 170 seconds,"{""shortened_sec"":170}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
218,2,Reward Boost restoration time shortens by 180 seconds,"{""shortened_sec"":180}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
219,0,Drop rates of Support Items increase by 11%,"{""item_type"":""SupportItem"",""benefit_permil"":110}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
220,0,Drop rates of Support Items increase by 12%,"{""item_type"":""SupportItem"",""benefit_permil"":120}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
221,0,Drop rates of Support Items increase by 13%,"{""item_type"":""SupportItem"",""benefit_permil"":130}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
222,0,Drop rates of Support Items increase by 14%,"{""item_type"":""SupportItem"",""benefit_permil"":140}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
223,0,Drop rates of Support Items increase by 15%,"{""item_type"":""SupportItem"",""benefit_permil"":150}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
224,0,Drop rates of Support Items increase by 16%,"{""item_type"":""SupportItem"",""benefit_permil"":160}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
225,0,Drop rates of Support Items increase by 17%,"{""item_type"":""SupportItem"",""benefit_permil"":170}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
226,0,Drop rates of Support Items increase by 18%,"{""item_type"":""SupportItem"",""benefit_permil"":180}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
227,0,Drop rates of Support Items increase by 19%,"{""item_type"":""SupportItem"",""benefit_permil"":190}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
228,0,Drop rates of Support Items increase by 20%,"{""item_type"":""SupportItem"",""benefit_permil"":200}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
229,0,Drop rates of Support Items increase by 21%,"{""item_type"":""SupportItem"",""benefit_permil"":210}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
230,0,Drop rates of Support Items increase by 22%,"{""item_type"":""SupportItem"",""benefit_permil"":220}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
231,0,Drop rates of Support Items increase by 23%,"{""item_type"":""SupportItem"",""benefit_permil"":230}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
232,0,Drop rates of Support Items increase by 24%,"{""item_type"":""SupportItem"",""benefit_permil"":240}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
233,0,Drop rates of Support Items increase by 25%,"{""item_type"":""SupportItem"",""benefit_permil"":250}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
234,0,Drop rates of Support Items increase by 26%,"{""item_type"":""SupportItem"",""benefit_permil"":260}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
235,0,Drop rates of Support Items increase by 27%,"{""item_type"":""SupportItem"",""benefit_permil"":270}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
236,0,Drop rates of Support Items increase by 28%,"{""item_type"":""SupportItem"",""benefit_permil"":280}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
237,0,Drop rates of Support Items increase by 29%,"{""item_type"":""SupportItem"",""benefit_permil"":290}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
238,0,Drop rates of Support Items increase by 30%,"{""item_type"":""SupportItem"",""benefit_permil"":300}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
239,0,Drop rates of Support Items increase by 31%,"{""item_type"":""SupportItem"",""benefit_permil"":310}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
240,0,Drop rates of Support Items increase by 32%,"{""item_type"":""SupportItem"",""benefit_permil"":320}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
241,0,Drop rates of Support Items increase by 33%,"{""item_type"":""SupportItem"",""benefit_permil"":330}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
242,0,Drop rates of Support Items increase by 34%,"{""item_type"":""SupportItem"",""benefit_permil"":340}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
243,0,Drop rates of Support Items increase by 35%,"{""item_type"":""SupportItem"",""benefit_permil"":350}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
244,0,Drop rates of Support Items increase by 36%,"{""item_type"":""SupportItem"",""benefit_permil"":360}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
245,0,Drop rates of Support Items increase by 37%,"{""item_type"":""SupportItem"",""benefit_permil"":370}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
246,0,Drop rates of Support Items increase by 38%,"{""item_type"":""SupportItem"",""benefit_permil"":380}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
247,0,Drop rates of Support Items increase by 39%,"{""item_type"":""SupportItem"",""benefit_permil"":390}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
248,0,Drop rates of Support Items increase by 40%,"{""item_type"":""SupportItem"",""benefit_permil"":400}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
249,0,Drop rates of Support Items increase by 41%,"{""item_type"":""SupportItem"",""benefit_permil"":410}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
250,0,Drop rates of Support Items increase by 42%,"{""item_type"":""SupportItem"",""benefit_permil"":420}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
251,0,Drop rates of Support Items increase by 43%,"{""item_type"":""SupportItem"",""benefit_permil"":430}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
252,0,Drop rates of Support Items increase by 44%,"{""item_type"":""SupportItem"",""benefit_permil"":440}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
253,0,Drop rates of Support Items increase by 45%,"{""item_type"":""SupportItem"",""benefit_permil"":450}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
254,0,Drop rates of Support Items increase by 46%,"{""item_type"":""SupportItem"",""benefit_permil"":460}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
255,0,Drop rates of Support Items increase by 47%,"{""item_type"":""SupportItem"",""benefit_permil"":470}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
256,0,Drop rates of Support Items increase by 48%,"{""item_type"":""SupportItem"",""benefit_permil"":480}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
257,0,Drop rates of Support Items increase by 49%,"{""item_type"":""SupportItem"",""benefit_permil"":490}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
258,0,Drop rates of Support Items increase by 50%,"{""item_type"":""SupportItem"",""benefit_permil"":500}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
259,2,Reward Boost restoration time shortens by 190 seconds,"{""shortened_sec"":190}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
260,2,Reward Boost restoration time shortens by 195 seconds,"{""shortened_sec"":195}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
261,2,Reward Boost restoration time shortens by 200 seconds,"{""shortened_sec"":200}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
262,2,Reward Boost restoration time shortens by 205 seconds,"{""shortened_sec"":205}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
263,2,Reward Boost restoration time shortens by 215 seconds,"{""shortened_sec"":215}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
264,2,Reward Boost restoration time shortens by 220 seconds,"{""shortened_sec"":220}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
265,2,Reward Boost restoration time shortens by 225 seconds,"{""shortened_sec"":225}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
266,2,Reward Boost restoration time shortens by 230 seconds,"{""shortened_sec"":230}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
267,2,Reward Boost restoration time shortens by 240 seconds,"{""shortened_sec"":240}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
268,5,"Number of available attempts for 
""Study Hard, Play Hard! Turtle School's Intensive Training"" increases by 1","{""area_id"":223,""additional_count"":1}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
269,5,"Number of available attempts for 
""Pan's Secret Adventure"" increases by 1","{""area_id"":135,""additional_count"":1}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
270,5,"Number of available attempts for 
""In Search of Greater Power! God-Level Intensive Training"" increases by 1","{""area_id"":252,""additional_count"":1}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
271,5,"Number of available attempts for 
""[All Types] Activate Your Hidden Potential"" increases by 1","{""area_id"":231,""additional_count"":1}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
272,0,Drop rates of Potential Orbs increase by 11%,"{""item_type"":""PotentialItem"",""benefit_permil"":110}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
273,0,Drop rates of Potential Orbs increase by 12%,"{""item_type"":""PotentialItem"",""benefit_permil"":120}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
274,0,Drop rates of Potential Orbs increase by 13%,"{""item_type"":""PotentialItem"",""benefit_permil"":130}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
275,0,Drop rates of Potential Orbs increase by 14%,"{""item_type"":""PotentialItem"",""benefit_permil"":140}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
276,0,Drop rates of Potential Orbs increase by 15%,"{""item_type"":""PotentialItem"",""benefit_permil"":150}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
277,0,Drop rates of Potential Orbs increase by 16%,"{""item_type"":""PotentialItem"",""benefit_permil"":160}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
278,0,Drop rates of Potential Orbs increase by 17%,"{""item_type"":""PotentialItem"",""benefit_permil"":170}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
279,0,Drop rates of Potential Orbs increase by 18%,"{""item_type"":""PotentialItem"",""benefit_permil"":180}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
280,0,Drop rates of Potential Orbs increase by 19%,"{""item_type"":""PotentialItem"",""benefit_permil"":190}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
281,0,Drop rates of Potential Orbs increase by 20%,"{""item_type"":""PotentialItem"",""benefit_permil"":200}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
282,0,Drop rates of Potential Orbs increase by 21%,"{""item_type"":""PotentialItem"",""benefit_permil"":210}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
283,0,Drop rates of Potential Orbs increase by 22%,"{""item_type"":""PotentialItem"",""benefit_permil"":220}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
284,0,Drop rates of Potential Orbs increase by 23%,"{""item_type"":""PotentialItem"",""benefit_permil"":230}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
285,0,Drop rates of Potential Orbs increase by 24%,"{""item_type"":""PotentialItem"",""benefit_permil"":240}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
286,0,Drop rates of Potential Orbs increase by 25%,"{""item_type"":""PotentialItem"",""benefit_permil"":250}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
287,0,Drop rates of Potential Orbs increase by 26%,"{""item_type"":""PotentialItem"",""benefit_permil"":260}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
288,0,Drop rates of Potential Orbs increase by 27%,"{""item_type"":""PotentialItem"",""benefit_permil"":270}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
289,0,Drop rates of Potential Orbs increase by 28%,"{""item_type"":""PotentialItem"",""benefit_permil"":280}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
290,0,Drop rates of Potential Orbs increase by 29%,"{""item_type"":""PotentialItem"",""benefit_permil"":290}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
291,0,Drop rates of Potential Orbs increase by 30%,"{""item_type"":""PotentialItem"",""benefit_permil"":300}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
292,0,Drop rates of Potential Orbs increase by 31%,"{""item_type"":""PotentialItem"",""benefit_permil"":310}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
293,0,Drop rates of Potential Orbs increase by 32%,"{""item_type"":""PotentialItem"",""benefit_permil"":320}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
294,0,Drop rates of Potential Orbs increase by 33%,"{""item_type"":""PotentialItem"",""benefit_permil"":330}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
295,0,Drop rates of Potential Orbs increase by 34%,"{""item_type"":""PotentialItem"",""benefit_permil"":340}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
296,0,Drop rates of Potential Orbs increase by 35%,"{""item_type"":""PotentialItem"",""benefit_permil"":350}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
297,0,Drop rates of Potential Orbs increase by 36%,"{""item_type"":""PotentialItem"",""benefit_permil"":360}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
298,0,Drop rates of Potential Orbs increase by 37%,"{""item_type"":""PotentialItem"",""benefit_permil"":370}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
299,0,Drop rates of Potential Orbs increase by 38%,"{""item_type"":""PotentialItem"",""benefit_permil"":380}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
300,0,Drop rates of Potential Orbs increase by 39%,"{""item_type"":""PotentialItem"",""benefit_permil"":390}",2024-04-30 09:29:10.606667,2024-04-30 09:29:10.606667
301,0,Drop rates of Potential Orbs increase by 40%,"{""item_type"":""PotentialItem"",""benefit_permil"":400}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
302,0,Drop rates of Potential Orbs increase by 41%,"{""item_type"":""PotentialItem"",""benefit_permil"":410}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
303,0,Drop rates of Potential Orbs increase by 42%,"{""item_type"":""PotentialItem"",""benefit_permil"":420}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
304,0,Drop rates of Potential Orbs increase by 43%,"{""item_type"":""PotentialItem"",""benefit_permil"":430}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
305,0,Drop rates of Potential Orbs increase by 44%,"{""item_type"":""PotentialItem"",""benefit_permil"":440}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
306,0,Drop rates of Potential Orbs increase by 45%,"{""item_type"":""PotentialItem"",""benefit_permil"":450}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
307,0,Drop rates of Potential Orbs increase by 46%,"{""item_type"":""PotentialItem"",""benefit_permil"":460}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
308,0,Drop rates of Potential Orbs increase by 47%,"{""item_type"":""PotentialItem"",""benefit_permil"":470}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
309,0,Drop rates of Potential Orbs increase by 48%,"{""item_type"":""PotentialItem"",""benefit_permil"":480}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
310,0,Drop rates of Potential Orbs increase by 49%,"{""item_type"":""PotentialItem"",""benefit_permil"":490}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
311,0,Drop rates of Potential Orbs increase by 50%,"{""item_type"":""PotentialItem"",""benefit_permil"":500}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
312,3,STA restoration time shortens by 11 seconds,"{""shortened_sec"":11}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
313,3,STA restoration time shortens by 12 seconds,"{""shortened_sec"":12}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
314,3,STA restoration time shortens by 13 seconds,"{""shortened_sec"":13}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
315,3,STA restoration time shortens by 14 seconds,"{""shortened_sec"":14}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
316,3,STA restoration time shortens by 15 seconds,"{""shortened_sec"":15}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
317,2,Reward Boost restoration time shortens by 250 seconds,"{""shortened_sec"":250}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
318,2,Reward Boost restoration time shortens by 255 seconds,"{""shortened_sec"":255}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
319,2,Reward Boost restoration time shortens by 260 seconds,"{""shortened_sec"":260}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
320,2,Reward Boost restoration time shortens by 265 seconds,"{""shortened_sec"":265}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
321,2,Reward Boost restoration time shortens by 275 seconds,"{""shortened_sec"":275}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
322,2,Reward Boost restoration time shortens by 280 seconds,"{""shortened_sec"":280}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
323,2,Reward Boost restoration time shortens by 285 seconds,"{""shortened_sec"":285}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
324,2,Reward Boost restoration time shortens by 290 seconds,"{""shortened_sec"":290}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
325,2,Reward Boost restoration time shortens by 300 seconds,"{""shortened_sec"":300}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
326,2,Reward Boost restoration time shortens by 305 seconds,"{""shortened_sec"":305}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
327,2,Reward Boost restoration time shortens by 310 seconds,"{""shortened_sec"":310}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
328,2,Reward Boost restoration time shortens by 315 seconds,"{""shortened_sec"":315}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
329,2,Reward Boost restoration time shortens by 325 seconds,"{""shortened_sec"":325}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
330,2,Reward Boost restoration time shortens by 330 seconds,"{""shortened_sec"":330}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
331,2,Reward Boost restoration time shortens by 335 seconds,"{""shortened_sec"":335}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
332,2,Reward Boost restoration time shortens by 340 seconds,"{""shortened_sec"":340}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
333,2,Reward Boost restoration time shortens by 350 seconds,"{""shortened_sec"":350}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
334,2,Reward Boost restoration time shortens by 355 seconds,"{""shortened_sec"":355}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
335,2,Reward Boost restoration time shortens by 360 seconds,"{""shortened_sec"":360}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
336,2,Reward Boost restoration time shortens by 365 seconds,"{""shortened_sec"":365}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
337,2,Reward Boost restoration time shortens by 375 seconds,"{""shortened_sec"":375}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
338,2,Reward Boost restoration time shortens by 380 seconds,"{""shortened_sec"":380}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
339,2,Reward Boost restoration time shortens by 385 seconds,"{""shortened_sec"":385}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
340,2,Reward Boost restoration time shortens by 390 seconds,"{""shortened_sec"":390}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
341,2,Reward Boost restoration time shortens by 400 seconds,"{""shortened_sec"":400}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
342,3,STA restoration time shortens by 16 seconds,"{""shortened_sec"":16}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
343,3,STA restoration time shortens by 17 seconds,"{""shortened_sec"":17}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
344,3,STA restoration time shortens by 18 seconds,"{""shortened_sec"":18}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
345,3,STA restoration time shortens by 19 seconds,"{""shortened_sec"":19}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
346,3,STA restoration time shortens by 20 seconds,"{""shortened_sec"":20}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
347,0,Drop rates of characters increase by 11%,"{""item_type"":""Card"",""benefit_permil"":110}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
348,0,Drop rates of characters increase by 12%,"{""item_type"":""Card"",""benefit_permil"":120}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
349,0,Drop rates of characters increase by 13%,"{""item_type"":""Card"",""benefit_permil"":130}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
350,0,Drop rates of characters increase by 14%,"{""item_type"":""Card"",""benefit_permil"":140}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
351,0,Drop rates of characters increase by 15%,"{""item_type"":""Card"",""benefit_permil"":150}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
352,0,Drop rates of characters increase by 16%,"{""item_type"":""Card"",""benefit_permil"":160}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
353,0,Drop rates of characters increase by 17%,"{""item_type"":""Card"",""benefit_permil"":170}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
354,0,Drop rates of characters increase by 18%,"{""item_type"":""Card"",""benefit_permil"":180}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
355,0,Drop rates of characters increase by 19%,"{""item_type"":""Card"",""benefit_permil"":190}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
356,0,Drop rates of characters increase by 20%,"{""item_type"":""Card"",""benefit_permil"":200}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
357,0,Drop rates of characters increase by 21%,"{""item_type"":""Card"",""benefit_permil"":210}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
358,0,Drop rates of characters increase by 22%,"{""item_type"":""Card"",""benefit_permil"":220}",2024-04-30 09:29:10.614855,2024-04-30 09:29:10.614855
