id,collection_category_id,name,priority,card_id,background_id,created_at,updated_at
289,1,オボッチャマン,98700,1009050,5,2024-05-29 02:26:46,2024-05-29 02:26:46
290,3,スッパマン,82600,1009030,4,2024-05-29 02:26:46,2024-05-29 02:26:46
291,3,"超サイヤ人ゴッドSS
ベジット",89500,1009320,4,2024-05-29 02:26:46,2024-05-29 02:26:46
292,2,"ゴクウブラック
(超サイヤ人ロゼ)",94500,1009340,5,2024-05-29 02:26:46,2024-05-29 02:26:46
293,4,"トランクス
(青年期)
(未来)",74100,1008860,1,2024-05-29 02:26:46,2024-05-29 02:26:46
294,7,"マイ
(未来)",65900,1008880,2,2024-05-29 02:26:46,2024-05-29 02:26:46
295,3,ザマス,93300,1009160,3,2024-05-29 02:26:46,2024-05-29 02:26:46
296,2,"亀仙人
(サンタクロース)",97800,1009850,1,2024-05-29 02:26:46,2024-05-29 02:26:46
297,2,合体ザマス,98300,1009600,1,2024-05-29 02:26:46,2024-05-29 02:26:46
298,3,"超サイヤ人4
孫悟空",88700,1009420,3,2024-05-29 02:26:46,2024-05-29 02:26:46
299,3,"超サイヤ人4
ベジータ",84200,1009820,5,2024-05-29 02:26:46,2024-05-29 02:26:46
300,3,"超サイヤ人3
孫悟空
(GT)(黄金大猿)",88100,1008291,3,2024-05-29 02:26:46,2024-05-29 02:26:46
301,3,"スーパーベビー2
(大猿ベビー)",82900,1006521,2,2024-05-29 02:26:46,2024-05-29 02:26:46
302,3,スーパーベビー1,83100,1006021,5,2024-05-29 02:26:46,2024-05-29 02:26:46
303,3,"孫悟飯
(GT)
(寄生)",79200,1006270,1,2024-05-29 02:26:46,2024-05-29 02:26:46
304,3,"超サイヤ人
孫悟飯
(GT)(寄生)",86200,1006300,1,2024-05-29 02:26:46,2024-05-29 02:26:46
305,4,"トランクス
(GT)
(寄生)",73900,1006290,2,2024-05-29 02:26:46,2024-05-29 02:26:46
306,3,"超サイヤ人
トランクス
(GT)(寄生)",85600,1006320,2,2024-05-29 02:26:46,2024-05-29 02:26:46
307,2,"ギニュー
(特戦隊)",96900,1009631,4,2024-05-29 02:26:46,2024-05-29 02:26:46
308,3,"超サイヤ人3
孫悟空
(天使)",88800,1010240,1,2024-05-29 02:26:46,2024-05-29 02:26:46
309,2,仮面のサイヤ人,97600,1010280,1,2024-05-29 02:26:46,2024-05-29 02:26:46
310,3,"超サイヤ人2
バーダック",85100,1010321,3,2024-05-29 02:26:46,2024-05-29 02:26:46
311,4,兎人参化,75100,1009800,2,2024-05-29 02:26:46,2024-05-29 02:26:46
312,6,ヘルファイター17号,66300,1010550,2,2024-05-29 02:26:46,2024-05-29 02:26:46
313,3,超17号,83400,1005990,5,2024-05-29 02:26:46,2024-05-29 02:26:46
314,3,ジャネンバ,92500,1002790,5,2024-05-29 02:26:46,2024-05-29 02:26:46
315,3,孫悟空Jr.,80200,1010350,2,2024-05-29 02:26:46,2024-05-29 02:26:46
316,3,"超サイヤ人
孫悟空Jr.",87700,1010361,2,2024-05-29 02:26:46,2024-05-29 02:26:46
317,3,"超サイヤ人3
ゴテンクス
(青年期)",87000,1007741,1,2024-05-29 02:26:46,2024-05-29 02:26:46
318,6,バイオブロリー,72600,1008010,1,2024-05-29 02:26:46,2024-05-29 02:26:46
319,2,"ゴクウブラック
&ザマス",94600,1011131,1,2024-05-29 02:26:46,2024-05-29 02:26:46
320,2,"ゴクウブラック
(超サイヤ人ロゼ)
&ザマス",94400,1011141,1,2024-05-29 02:26:46,2024-05-29 02:26:46
321,3,"超サイヤ人3
ブロリー",84800,1011160,1,2024-05-29 02:26:46,2024-05-29 02:26:46
322,3,"超サイヤ人孫悟空
(天使)
(超界王拳)",89200,1010660,4,2024-05-29 02:26:46,2024-05-29 02:26:46
323,6,"パーフェクトセル
(天使)",72800,1010680,5,2024-05-29 02:26:46,2024-05-29 02:26:46
324,6,"フリーザ
(最終形態)
(天使)",68800,1012220,5,2024-05-29 02:26:46,2024-05-29 02:26:46
325,2,"コルド大王
(天使)",93800,1010700,1,2024-05-29 02:26:46,2024-05-29 02:26:46
326,3,"超サイヤ人2
カリフラ",90100,1011750,5,2024-05-29 02:26:46,2024-05-29 02:26:46
327,2,"ケール
(暴走)",95100,1011760,4,2024-05-29 02:26:46,2024-05-29 02:26:46
328,3,"超サイヤ人4
ゴジータ",90200,1011290,1,2024-05-29 02:26:46,2024-05-29 02:26:46
329,6,ビルスイス,70100,1011820,4,2024-05-29 02:26:46,2024-05-29 02:26:46
330,3,セルーザ,81500,1011830,2,2024-05-29 02:26:46,2024-05-29 02:26:46
331,4,"トランクス
(幼年期)
&孫悟天(幼年期)",74600,1011641,5,2024-05-29 02:26:46,2024-05-29 02:26:46
332,9,ランファン,61800,1011220,4,2024-05-29 02:26:46,2024-05-29 02:26:46
333,6,"ベルガモ
(巨大化)",66400,1011580,4,2024-05-29 02:26:46,2024-05-29 02:26:46
334,7,"魔人ブウ
(シェイプアップ)",64900,1011940,5,2024-05-29 02:26:46,2024-05-29 02:26:46
335,4,トッポ,75600,1011590,3,2024-05-29 02:26:46,2024-05-29 02:26:46
336,2,"ゴールデン
フリーザ
(天使)",94900,1012020,2,2024-05-29 02:26:46,2024-05-29 02:26:46
337,8,ユーリン,62300,1011920,1,2024-05-29 02:26:46,2024-05-29 02:26:46
338,3,"孫悟空
(身勝手の
極意“兆”)",80600,1012370,2,2024-05-29 02:26:46,2024-05-29 02:26:46
339,6,"フルパワー
ボージャック
(銀河戦士)",68300,1012161,2,2024-05-29 02:26:46,2024-05-29 02:26:46
340,4,大界王,78500,1012230,5,2024-05-29 02:26:46,2024-05-29 02:26:46
341,6,ベジット(アメ玉),66600,1012290,1,2024-05-29 02:26:46,2024-05-29 02:26:46
342,3,"超サイヤ人
ケフラ",89700,1012690,4,2024-05-29 02:26:46,2024-05-29 02:26:46
343,1,暗黒トワ,99500,1012550,5,2024-05-29 02:26:46,2024-05-29 02:26:46
344,3,"超サイヤ人3
トランクス
(青年期)",85400,1012570,5,2024-05-29 02:26:46,2024-05-29 02:26:46
345,3,"超サイヤ人3
孫悟飯
(青年期)",86500,1008180,2,2024-05-29 02:26:46,2024-05-29 02:26:46
346,4,"天津飯
&餃子",76500,1012131,5,2024-05-29 02:26:46,2024-05-29 02:26:46
347,1,男狼,98800,1006140,1,2024-05-29 02:26:46,2024-05-29 02:26:46
348,6,パンプット,71100,1006150,4,2024-05-29 02:26:46,2024-05-29 02:26:46
349,3,"超サイヤ人2
ベジータ
&ブルマ",84400,1012651,3,2024-05-29 02:26:46,2024-05-29 02:26:46
350,3,"超サイヤ人3
バーダック",85000,1011770,2,2024-05-29 02:26:46,2024-05-29 02:26:46
351,4,"タピオン
(ヒルデガーン)",78000,1012410,5,2024-05-29 02:26:46,2024-05-29 02:26:46
352,4,タピオン,78100,1012860,1,2024-05-29 02:26:46,2024-05-29 02:26:46
353,6,ホイ,66100,1012470,3,2024-05-29 02:26:46,2024-05-29 02:26:46
354,7,ミノシア,63600,1012480,2,2024-05-29 02:26:46,2024-05-29 02:26:46
355,3,"孫悟空&
ベジータ",80400,1012880,2,2024-05-29 02:26:46,2024-05-29 02:26:46
356,3,"超サイヤ人
孫悟空&
超サイヤ人ベジータ",87900,1012901,2,2024-05-29 02:26:46,2024-05-29 02:26:46
357,3,"孫悟空(天使)&
ベジータ(天使)",80300,1012910,4,2024-05-29 02:26:46,2024-05-29 02:26:46
358,3,"超サイヤ人孫悟空
(天使)&超サイヤ人
ベジータ(天使)",87800,1012931,4,2024-05-29 02:26:46,2024-05-29 02:26:46
359,2,"ギニュー
(孫悟空)
(特戦隊)",97000,1013101,1,2024-05-29 02:26:46,2024-05-29 02:26:46
360,3,"スーパー
リブリアン",82700,1013470,3,2024-05-29 02:26:46,2024-05-29 02:26:46
361,3,"超サイヤ人2
ケフラ",89600,1013431,4,2024-05-29 02:26:46,2024-05-29 02:26:46
362,2,カリフラ,97500,1013630,3,2024-05-29 02:26:46,2024-05-29 02:26:46
363,2,ケール,95200,1013650,2,2024-05-29 02:26:46,2024-05-29 02:26:46
364,3,"超サイヤ人2
ケール",89800,1013660,2,2024-05-29 02:26:46,2024-05-29 02:26:46
365,3,"超サイヤ人2
キャベ",89900,1013531,1,2024-05-29 02:26:46,2024-05-29 02:26:46
366,3,ジレン,92000,1013480,3,2024-05-29 02:26:46,2024-05-29 02:26:46
367,4,"ドラゴンボール
ヒロインズ",74900,1013781,3,2024-05-29 02:26:46,2024-05-29 02:26:46
368,6,"ビルス
&ウイス",70200,1013771,3,2024-05-29 02:26:46,2024-05-29 02:26:46
369,4,"トッポ
(破壊神モード)",75500,1013881,3,2024-05-29 02:26:46,2024-05-29 02:26:46
370,4,ディスポ,76900,1012610,5,2024-05-29 02:26:46,2024-05-29 02:26:46
371,4,"ディスポ
(超最高速モード)",76800,1013911,5,2024-05-29 02:26:46,2024-05-29 02:26:46
372,9,リブリアン,61600,1012300,4,2024-05-29 02:26:46,2024-05-29 02:26:46
373,9,"リブリアン
(巨大化)",61500,1013951,4,2024-05-29 02:26:46,2024-05-29 02:26:46
374,9,"老界王神
(居眠り)",60800,1013400,4,2024-05-29 02:26:46,2024-05-29 02:26:46
375,3,スラッグ,82400,1013700,4,2024-05-29 02:26:46,2024-05-29 02:26:46
376,3,"スラッグ
(巨大化)",82300,1013711,4,2024-05-29 02:26:46,2024-05-29 02:26:46
377,4,"超フルパワー
サイヤ人4
孫悟空",77200,1014120,1,2024-05-29 02:26:46,2024-05-29 02:26:46
378,6,"フリーザ
(最終形態)
(GT)",68900,1014320,4,2024-05-29 02:26:46,2024-05-29 02:26:46
379,3,"セル
(完全体)
(GT)",81700,1014340,2,2024-05-29 02:26:46,2024-05-29 02:26:46
380,3,"人造人間18号
(GT)",91300,1005810,3,2024-05-29 02:26:46,2024-05-29 02:26:46
381,7,"メタルクウラ
軍団",63000,1014471,2,2024-05-29 02:26:46,2024-05-29 02:26:46
382,6,ブラ,69700,1012090,1,2024-05-29 02:26:46,2024-05-29 02:26:46
383,3,"人造人間21号
(変身)",90900,1014650,3,2024-05-29 02:26:46,2024-05-29 02:26:46
384,3,"人造人間21号
(通常)",91000,1014630,2,2024-05-29 02:26:46,2024-05-29 02:26:46
385,3,"人造人間21号
(変身・善)",90800,1014641,2,2024-05-29 02:26:46,2024-05-29 02:26:46
386,2,"グレート
サイヤマン
1号&2号",95500,1013360,4,2024-05-29 02:26:46,2024-05-29 02:26:46
387,3,"セル
(完全体)
&セルジュニア",81600,1014941,4,2024-05-29 02:26:46,2024-05-29 02:26:46
388,4,"トランクス(幼年期)
&孫悟天(幼年期)
&マーロン",74500,1014100,4,2024-05-29 02:26:46,2024-05-29 02:26:46
389,3,"孫悟空
&フリーザ
(最終形態)(天使)",80500,1014950,1,2024-05-29 02:26:46,2024-05-29 02:26:46
390,5,西の界王神,73600,1015190,5,2024-05-29 02:26:46,2024-05-29 02:26:46
391,3,"超サイヤ人
ゴテンクス
&ゴースト",87300,1015270,2,2024-05-29 02:26:46,2024-05-29 02:26:46
392,6,パスタ,72200,1015350,2,2024-05-29 02:26:46,2024-05-29 02:26:46
393,6,"ブリアン・
デ・
シャトー",69400,1014200,2,2024-05-29 02:26:46,2024-05-29 02:26:46
394,3,"孫悟飯(青年期)
&ビーデル",79500,1015591,2,2024-05-29 02:26:46,2024-05-29 02:26:46
395,3,"超サイヤ人3
孫悟空
(ゼノ)",88000,1015491,3,2024-05-29 02:26:46,2024-05-29 02:26:46
396,3,"超サイヤ人3
ベジータ
(ゼノ)",83800,1015501,4,2024-05-29 02:26:46,2024-05-29 02:26:46
397,4,"時の界王神
(時の力解放)",75900,1015511,1,2024-05-29 02:26:46,2024-05-29 02:26:46
398,3,超ミラ,82800,1015521,3,2024-05-29 02:26:46,2024-05-29 02:26:46
399,7,"魔神ドミグラ
(魔強化形態)",65300,1015531,4,2024-05-29 02:26:46,2024-05-29 02:26:46
400,1,暗黒仮面王,99600,1015541,2,2024-05-29 02:26:46,2024-05-29 02:26:46
401,2,"黒仮面の
サイヤ人",95300,1015551,5,2024-05-29 02:26:46,2024-05-29 02:26:46
402,6,ボタマゲッタ,66010,1015800,2,2024-05-29 02:26:46,2024-05-29 02:26:46
403,6,"フロスト
(フルパワー)",67690,1015791,3,2024-05-29 02:26:46,2024-05-29 02:26:46
404,8,"ヤムチャ
&プーアル",62490,1015181,4,2024-05-29 02:26:46,2024-05-29 02:26:46
405,4,"トランクス
(青年期)(未来)
&マイ(未来)",74050,1014081,3,2024-05-29 02:26:46,2024-05-29 02:26:46
406,4,"トランクス
(幼年期)
&マイ",74450,1015860,1,2024-05-29 02:26:46,2024-05-29 02:26:46
407,3,"超サイヤ人
ゴジータ",90290,1015960,5,2024-05-29 02:26:46,2024-05-29 02:26:46
408,3,"超サイヤ人ゴッド
ベジータ",84100,1016051,3,2024-05-29 02:26:46,2024-05-29 02:26:46
409,6,"ブロリー
(怒り)",67590,1014511,5,2024-05-29 02:26:46,2024-05-29 02:26:46
410,6,"パラガス
&ブロリー",71790,1016081,2,2024-05-29 02:26:46,2024-05-29 02:26:46
411,2,ギル,96350,1016290,2,2024-05-29 02:26:46,2024-05-29 02:26:46
412,6,ベジータJr.,66750,1011330,4,2024-05-29 02:26:46,2024-05-29 02:26:46
413,3,"超サイヤ人
ベジータJr.",83650,1011341,4,2024-05-29 02:26:46,2024-05-29 02:26:46
414,3,"孫悟空(GT)
&パン(GT)
&トランクス(GT)",80350,1016350,2,2024-05-29 02:26:46,2024-05-29 02:26:46
415,3,"孫悟空
(少年期)
&則巻アラレ",80330,1016231,5,2024-05-29 02:26:46,2024-05-29 02:26:46
416,6,複製ベジータ,69750,1016190,5,2024-05-29 02:26:46,2024-05-29 02:26:46
417,6,"複製ベジータ
(超サイヤ人ゴッドSS)",69740,1016201,5,2024-05-29 02:26:46,2024-05-29 02:26:46
418,3,"孫悟空
(DOKKAN武闘伝)",80650,1016710,4,2024-05-29 02:26:46,2024-05-29 02:26:46
419,6,"ベジータ
(DOKKAN武闘伝)",67050,1016720,5,2024-05-29 02:26:46,2024-05-29 02:26:46
420,3,サオネル&ピリナ,93350,1016920,1,2024-05-29 02:26:46,2024-05-29 02:26:46
421,1,ヴァドス,99350,1017030,5,2024-05-29 02:26:46,2024-05-29 02:26:46
422,3,"孫悟飯(青年期)
&孫悟天(幼年期)",79550,1016790,1,2024-05-29 02:26:46,2024-05-29 02:26:46
423,3,"超サイヤ人孫悟飯
(青年期)&超サイヤ人
孫悟天(幼年期)",86650,1016801,1,2024-05-29 02:26:46,2024-05-29 02:26:46
424,2,"カリフラ
&ケール",97450,1016820,5,2024-05-29 02:26:46,2024-05-29 02:26:46
425,3,"超サイヤ人カリフラ
&超サイヤ人ケール",90150,1016831,5,2024-05-29 02:26:46,2024-05-29 02:26:46
426,3,"超サイヤ人2
カリフラ
&超サイヤ人2
ケール",90050,1016841,5,2024-05-29 02:26:46,2024-05-29 02:26:46
427,2,ゴワス,93750,1017010,4,2024-05-29 02:26:46,2024-05-29 02:26:46
428,2,ゴワス&ザマス,93740,1017021,4,2024-05-29 02:26:46,2024-05-29 02:26:46
429,6,"ビルス
(モナカの着ぐるみ)",70150,1015920,4,2024-05-29 02:26:46,2024-05-29 02:26:46
430,2,ゴジータ,94350,1017230,3,2024-05-29 02:26:46,2024-05-29 02:26:46
431,6,ハッチャン,72050,1016960,3,2024-05-29 02:26:46,2024-05-29 02:26:46
432,2,牛魔王,96450,1006080,4,2024-05-29 02:26:46,2024-05-29 02:26:46
433,6,ビート,70950,1017250,3,2024-05-29 02:26:46,2024-05-29 02:26:46
434,2,"グレート
サイヤマン4号",95370,1017260,3,2024-05-29 02:26:46,2024-05-29 02:26:46
435,1,"アムズ
(第二形態)",99860,1017360,5,2024-05-29 02:26:46,2024-05-29 02:26:46
436,1,"アムズ
(第三形態)",99850,1017370,5,2024-05-29 02:26:46,2024-05-29 02:26:46
437,3,シーラス,92960,1017290,3,2024-05-29 02:26:46,2024-05-29 02:26:46
438,2,"グレート
サイヤマン3号",95380,1017270,1,2024-05-29 02:26:46,2024-05-29 02:26:46
439,3,"孫悟空
(ゼノ)",80750,1017390,4,2024-05-29 02:26:46,2024-05-29 02:26:46
440,6,"ベジータ
(ゼノ)",67080,1017400,2,2024-05-29 02:26:46,2024-05-29 02:26:46
441,7,"メカフリーザ
&コルド大王",63150,1017321,3,2024-05-29 02:26:46,2024-05-29 02:26:46
442,3,"孫悟空(少年期)
&ブルマ(少女期)",80320,1017381,5,2024-05-29 02:26:46,2024-05-29 02:26:46
443,3,"超ベジータ
/超トランクス",83690,1017661,3,2024-05-29 02:26:46,2024-05-29 02:26:46
444,3,"超サイヤ人
孫悟空
/超サイヤ人
孫悟飯(少年期)",87950,1017741,1,2024-05-29 02:26:46,2024-05-29 02:26:46
445,9,"六星龍
(乙姫)",61290,1017690,2,2024-05-29 02:26:46,2024-05-29 02:26:46
446,3,"人造人間
17号&18号
/人造人間16号",91450,1018031,4,2024-05-29 02:26:46,2024-05-29 02:26:46
447,4,"トランクス
(幼年期)
(グレートサイヤマン)",74650,1018210,5,2024-05-29 02:26:46,2024-05-29 02:26:46
448,3,スケさん,82650,1018170,5,2024-05-29 02:26:46,2024-05-29 02:26:46
449,3,"サウザー
(クウラ機甲戦隊)",93390,1018061,4,2024-05-29 02:26:46,2024-05-29 02:26:46
450,3,"超サイヤ人ゴッド
SS孫悟空
(界王拳)",88450,1018530,3,2024-05-29 02:26:46,2024-05-29 02:26:46
451,2,カンバー,97350,1018450,4,2024-05-29 02:26:46,2024-05-29 02:26:46
452,3,"超サイヤ人
カンバー
(大猿カンバー)",90040,1018461,4,2024-05-29 02:26:46,2024-05-29 02:26:46
453,2,"ゴールデン
クウラ",95050,1018290,1,2024-05-29 02:26:46,2024-05-29 02:26:46
454,6,フュー,69730,1018310,2,2024-05-29 02:26:46,2024-05-29 02:26:46
455,3,超フュー,83250,1018321,2,2024-05-29 02:26:46,2024-05-29 02:26:46
456,2,"ゴテンクス
(ゼノ)",93950,1018380,5,2024-05-29 02:26:46,2024-05-29 02:26:46
457,6,"ベジークス
(ゼノ)",67350,1018350,3,2024-05-29 02:26:46,2024-05-29 02:26:46
458,2,"ゴハンクス
(ゼノ)",93940,1018370,2,2024-05-29 02:26:46,2024-05-29 02:26:46
459,1,悪のサイヤ人,100100,1018390,3,2024-05-29 02:26:46,2024-05-29 02:26:46
460,3,"人造人間
14号&15号",91850,1018510,4,2024-05-29 02:26:46,2024-05-29 02:26:46
461,3,"孫悟空
(サンタクロース)",80950,1018550,1,2024-05-29 02:26:46,2024-05-29 02:26:46
462,2,"グレート
サイヤマン
(SS)",95650,1018581,3,2024-05-29 02:26:46,2024-05-29 02:26:46
463,8,"ヤムー
&スポポビッチ",62550,1018701,5,2024-05-29 02:26:46,2024-05-29 02:26:46
464,6,"ブロリー
(幼年期)",67550,1018920,2,2024-05-29 02:26:46,2024-05-29 02:26:46
465,3,"超サイヤ人
トランクス(未来)
&マイ(未来)",85750,1019281,5,2024-05-29 02:26:46,2024-05-29 02:26:46
466,6,"バーダック
&ギネ",72950,1019041,3,2024-05-29 02:26:46,2024-05-29 02:26:46
467,6,"ベジータ
(幼年期)
&ラディッツ(幼年期)",66950,1018951,5,2024-05-29 02:26:46,2024-05-29 02:26:46
468,3,"ザマス
(孫悟空)",93250,1019071,3,2024-05-29 02:26:46,2024-05-29 02:26:46
469,6,"バーダック
チーム",72930,1019101,2,2024-05-29 02:26:46,2024-05-29 02:26:46
470,6,"ブロリー
&チライ
&レモ",67520,1019001,4,2024-05-29 02:26:46,2024-05-29 02:26:46
471,3,"ジャッキー・チュン
(MAXパワー)",92550,1018900,4,2024-05-29 02:26:46,2024-05-29 02:26:46
472,5,"ナッパ
/ベジータ",73750,1019401,5,2024-05-29 02:26:46,2024-05-29 02:26:46
473,7,"魔人ブウ(善)
/魔人ブウ
(純粋悪)",64450,1019591,1,2024-05-29 02:26:46,2024-05-29 02:26:46
474,6,"バビディ
&ダーブラ",71950,1018591,5,2024-05-29 02:26:46,2024-05-29 02:26:46
475,2,ケフラ,95090,1019730,3,2024-05-29 02:26:46,2024-05-29 02:26:46
476,2,カクンサ,98350,1012310,5,2024-05-29 02:26:46,2024-05-29 02:26:46
477,9,ロージィ,60750,1012320,2,2024-05-29 02:26:46,2024-05-29 02:26:46
478,3,"超サイヤ人ゴッド
SS孫悟空
&超サイヤ人ゴッド
SSベジータ",88475,1019970,4,2024-05-29 02:26:46,2024-05-29 02:26:46
479,3,"超サイヤ人ゴッド
SS孫悟空(界王拳)
&超サイヤ人ゴッド
SSベジータ(進化)",88430,1019991,4,2024-05-29 02:26:46,2024-05-29 02:26:46
480,2,カーセラル,98700,1020160,4,2024-05-29 02:26:46,2024-05-29 02:26:46
481,2,"カーセラル
(プライド・
トルーパーズ)",98690,1020171,4,2024-05-29 02:26:46,2024-05-29 02:26:46
482,3,"ジレン
(フルパワー)",91990,1014700,1,2024-05-29 02:26:46,2024-05-29 02:26:46
483,4,"トッポ
(プライド・
トルーパーズ)",75510,1020011,2,2024-05-29 02:26:46,2024-05-29 02:26:46
484,3,"孫悟空
&ベジータ(天使)",80390,1020440,3,2024-05-29 02:26:46,2024-05-29 02:26:46
485,2,"グレート
サイヤマン
2号/1号",95390,1019491,1,2024-05-29 02:26:46,2024-05-29 02:26:46
486,7,"ミスター・サタン
/魔人ブウ
(善)",63790,1020771,5,2024-05-29 02:26:46,2024-05-29 02:26:46
487,2,"界王神
&キビト",98590,1020131,2,2024-05-29 02:26:46,2024-05-29 02:26:46
488,3,"スーパー
ハッチヒャック",83300,1020431,4,2024-05-29 02:26:46,2024-05-29 02:26:46
489,6,"ベジータ
(天使)",67070,1020200,4,2024-05-29 02:26:46,2024-05-29 02:26:46
490,3,"超サイヤ人2
ベジータ
(天使)",84450,1020211,4,2024-05-29 02:26:46,2024-05-29 02:26:46
491,3,"孫悟空
&孫悟飯(幼年期)",80550,1019701,1,2024-05-29 02:26:46,2024-05-29 02:26:46
492,2,"ゴールデン
フリーザ
&ソルベ",94950,1021081,1,2024-05-29 02:26:46,2024-05-29 02:26:46
493,3,"孫悟飯
(じいちゃん)
&パン(GT)",78990,1021101,3,2024-05-29 02:26:46,2024-05-29 02:26:46
494,4,ターレス軍団,78650,1020751,3,2024-05-29 02:26:46,2024-05-29 02:26:46
495,6,"ベジータ
(GT)(大猿)",67090,1021391,2,2024-05-29 02:26:46,2024-05-29 02:26:46
496,3,"超サイヤ人4
ベジット
(ゼノ)",89550,1020640,4,2024-05-29 02:26:46,2024-05-29 02:26:46
497,3,"超サイヤ人4
ブロリー",84790,1020660,1,2024-05-29 02:26:46,2024-05-29 02:26:46
498,3,"超サイヤ人4
バーダック",84990,1020680,3,2024-05-29 02:26:46,2024-05-29 02:26:46
499,3,"超サイヤ人4
孫悟飯",86490,1020690,2,2024-05-29 02:26:46,2024-05-29 02:26:46
500,7,魔神トワ,65250,1020540,2,2024-05-29 02:26:46,2024-05-29 02:26:46
501,7,"魔神ダーブラ
(ゼノ)",65450,1020900,5,2024-05-29 02:26:46,2024-05-29 02:26:46
502,7,魔神サルサ,65470,1020880,1,2024-05-29 02:26:46,2024-05-29 02:26:46
503,3,"孫悟飯
(幼年期)
(サンタクロース)",79750,1021510,1,2024-05-29 02:26:46,2024-05-29 02:26:46
504,1,アンニン,99450,1020060,2,2024-05-29 02:26:46,2024-05-29 02:26:46
505,6,"バビディ
&魔人ブウ
(善)",71940,1021001,4,2024-05-29 02:26:46,2024-05-29 02:26:46
506,1,"アルティメット
孫悟飯
&ピッコロ",99680,1021351,1,2024-05-29 02:26:46,2024-05-29 02:26:46
507,2,"ゴールデン
フリーザ(天使)
&アルティメット
孫悟飯",94890,1021371,3,2024-05-29 02:26:46,2024-05-29 02:26:46
508,3,"孫悟空
(身勝手の
極意)",80610,1020230,3,2024-05-29 02:26:46,2024-05-29 02:26:46
509,3,"超サイヤ人ゴッド
SSベジータ
(進化)",84040,1020320,2,2024-05-29 02:26:46,2024-05-29 02:26:46
510,2,"クリリン
&人造人間18号",95850,1021630,2,2024-05-29 02:26:46,2024-05-29 02:26:46
511,2,"亀仙人
&天津飯",97650,1021530,1,2024-05-29 02:26:46,2024-05-29 02:26:46
512,2,"ゴールデン
フリーザ(天使)
&人造人間17号",94880,1021431,4,2024-05-29 02:26:46,2024-05-29 02:26:46
513,3,"人造人間17号
(第7宇宙チーム)",91610,1021481,2,2024-05-29 02:26:46,2024-05-29 02:26:46
514,3,"超サイヤ人
トランクス(幼年期)
&超サイヤ人
孫悟天(幼年期)",86050,1021680,4,2024-05-29 02:26:46,2024-05-29 02:26:46
515,2,"グレート
サイヤマン
&ビーデル",95550,1021851,3,2024-05-29 02:26:46,2024-05-29 02:26:46
516,4,"タピオン
&ミノシア",77950,1021950,3,2024-05-29 02:26:46,2024-05-29 02:26:46
517,3,"孫悟飯
(GT)
&孫悟天
(GT)",79150,1022041,1,2024-05-29 02:26:46,2024-05-29 02:26:46
518,4,"トランクス
(GT)
&孫悟天
(GT)",73880,1022021,5,2024-05-29 02:26:46,2024-05-29 02:26:46
519,4,"トランクス
(GT)",73910,1022660,5,2024-05-29 02:26:46,2024-05-29 02:26:46
520,3,邪悪龍軍団,92750,1021881,2,2024-05-29 02:26:46,2024-05-29 02:26:46
521,2,ガーリックJr.,98680,1022050,2,2024-05-29 02:26:46,2024-05-29 02:26:46
522,3,"スーパー
ガーリックJr.",90350,1022061,2,2024-05-29 02:26:46,2024-05-29 02:26:46
523,3,"孫悟空
&ピッコロ",80530,1022100,2,2024-05-29 02:26:46,2024-05-29 02:26:46
524,6,"フリーザ
(最終形態)
&死人軍団 ",68790,1021901,3,2024-05-29 02:26:46,2024-05-29 02:26:46
525,6,ピッコロ&クリリン,70850,1022311,3,2024-05-29 02:26:46,2024-05-29 02:26:46
526,2,キャウェイ,96650,1022710,1,2024-05-29 02:26:46,2024-05-29 02:26:46
527,7,マルカリータ,64150,1022670,5,2024-05-29 02:26:46,2024-05-29 02:26:46
528,3,"ザーボン
&ドドリア",93650,1023001,1,2024-05-29 02:26:46,2024-05-29 02:26:46
529,2,"クリリン
/ベジータ",95830,1022881,2,2024-05-29 02:26:46,2024-05-29 02:26:46
530,2,"クリリン
&孫悟飯
(幼年期)",95840,1022920,5,2024-05-29 02:26:46,2024-05-29 02:26:46
531,6,"ベジータ
/孫悟空",66925,1023041,2,2024-05-29 02:26:46,2024-05-29 02:26:46
532,5,"ナッパ
(青年期)",73775,1023130,2,2024-05-29 02:26:46,2024-05-29 02:26:46
533,6,"ヒット
&超サイヤ人
ゴッド孫悟空",70550,1023070,3,2024-05-29 02:26:46,2024-05-29 02:26:46
534,6,"ハッチャン
(暴走)",72040,1023150,4,2024-05-29 02:26:46,2024-05-29 02:26:46
535,6,"ハッチャン
&人造人間17号",72030,1023161,4,2024-05-29 02:26:46,2024-05-29 02:26:46
536,7,魔神プティン,64250,1023320,4,2024-05-29 02:26:46,2024-05-29 02:26:46
537,3,"超サイヤ人ゴッド
トランクス
(ゼノ)",85350,1023230,1,2024-05-29 02:26:46,2024-05-29 02:26:46
538,6,"パン
(ゼノ)",71450,1023250,2,2024-05-29 02:26:46,2024-05-29 02:26:46
539,1,"暗黒王メチカブラ
(時の力解放)",99650,1023180,5,2024-05-29 02:26:46,2024-05-29 02:26:46
540,4,"時の界王神
(洗脳)",75950,1023210,3,2024-05-29 02:26:46,2024-05-29 02:26:46
541,9,ロベル,60725,1023200,4,2024-05-29 02:26:46,2024-05-29 02:26:46
542,3,"超サイヤ人
孫悟空
(ゼノ)",89350,1023301,4,2024-05-29 02:26:46,2024-05-29 02:26:46
